host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,0,1,0,3,1125,15,100,t,strict_14_with_grace_period
f,2,t,Ramsey,House,Private room,2,1,1,2,Real Bed,99,,1,0,1,1125,0,,f,strict_14_with_grace_period
f,1,f,Le Sueur,House,Private room,1,1,1,1,Real Bed,20,,1,0,1,2,1,100,t,flexible
f,16,f,Hennepin,House,Private room,10,3,1,4,Real Bed,65,0,1,20,1,1125,51,88,t,strict_14_with_grace_period
f,1,f,Hennepin,Guest suite,Private room,4,1,1,1,Real Bed,89,300,2,10,2,90,14,98,t,moderate
t,3,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,56,100,1,0,1,7,48,98,f,flexible
t,1,f,Ramsey,Apartment,Entire home/apt,4,1,1,2,Real Bed,60,0,2,35,1,1125,28,99,t,flexible
f,2,t,Hennepin,Condominium,Private room,2,1.5,1,1,Real Bed,62,300,1,25,30,1125,8,98,f,strict_14_with_grace_period
t,26,t,Hennepin,Guesthouse,Entire home/apt,6,1,2,2,Real Bed,69,250,1,15,1,30,48,95,f,moderate
f,3,f,St. Croix,House,Entire home/apt,8,2,2,2,Real Bed,200,100,1,25,1,2,13,94,t,moderate
t,2,f,Anoka,Apartment,Entire home/apt,4,2,2,2,Real Bed,143,0,4,0,1,1125,10,100,t,moderate
t,2,f,Anoka,Apartment,Entire home/apt,2,1,0,1,Real Bed,76,0,2,0,1,1125,10,94,t,moderate
t,8,f,Hennepin,House,Entire home/apt,6,1,4,5,Real Bed,110,100,1,0,21,1125,22,97,t,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,54,250,2,10,1,1125,54,98,f,flexible
t,4,f,Le Sueur,Camper/RV,Entire home/apt,6,1,2,9,Real Bed,65,0,5,10,1,90,18,90,f,flexible
f,1,f,Hennepin,House,Private room,4,1,1,1,Real Bed,50,,2,8,1,1125,12,92,f,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0,1,0,1,1125,86,97,f,flexible
f,7,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,Real Bed,125,0,4,10,1,1125,120,91,t,moderate
t,1,t,Ramsey,House,Entire home/apt,8,2,2,5,Real Bed,149,200,4,10,3,1125,30,97,t,moderate
f,1,f,Wright,House,Entire home/apt,9,2,3,9,Real Bed,275,500,8,50,3,1125,2,100,f,flexible
t,1,f,Hennepin,Guest suite,Entire home/apt,4,1,1,2,Real Bed,85,,2,10,1,14,62,99,f,flexible
f,16,f,Hennepin,House,Shared room,2,2.5,1,1,Real Bed,34,0,1,20,1,1125,22,94,t,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Entire home/apt,4,1.5,2,2,Real Bed,85,150,2,24,1,90,107,100,t,moderate
t,6,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,Real Bed,145,200,2,20,1,1000,15,100,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,45,,1,0,1,3,1,,t,flexible
t,6,t,Hennepin,Apartment,Entire home/apt,6,1,2,2,Real Bed,135,200,2,20,1,1000,8,100,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,0,1,Real Bed,65,0,1,0,2,10,3,80,t,flexible
t,1,f,Hennepin,House,Entire home/apt,6,2.5,3,4,Real Bed,229,0,2,20,2,1125,11,96,f,moderate
t,26,t,Hennepin,House,Entire home/apt,12,2,4,4,Real Bed,189,500,4,15,2,1125,12,97,f,moderate
t,5,f,Hennepin,Apartment,Entire home/apt,5,1,2,2,Real Bed,88,1000,2,10,1,1125,46,94,f,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,0,2,25,1,90,92,98,t,moderate
f,1,f,Ramsey,Guest suite,Entire home/apt,4,1,1,2,Real Bed,90,0,4,0,2,14,15,88,t,strict_14_with_grace_period
t,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,60,0,1,15,1,90,18,97,t,strict_14_with_grace_period
t,2,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,80,,2,15,1,1125,75,95,t,moderate
t,1,f,Ramsey,House,Private room,2,1,1,1,Real Bed,60,100,1,5,2,1125,37,96,f,flexible
f,1,t,Hennepin,Apartment,Private room,2,1,1,2,Real Bed,35,0,1,5,2,18,12,100,f,flexible
t,1,f,Dakota,House,Private room,5,1,2,3,Real Bed,125,0,5,30,1,14,65,99,t,flexible
f,2,t,Anoka,House,Entire home/apt,4,1,2,2,Real Bed,100,200,2,15,2,200,11,96,f,moderate
t,2,t,St. Croix,House,Entire home/apt,7,1,3,4,Real Bed,99,500,4,25,1,29,65,95,t,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,55,0,2,0,1,1125,60,93,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1,3,2,Real Bed,125,0,1,0,2,1125,2,100,t,flexible
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,0,2,0,1,1125,60,95,f,moderate
t,1,f,Anoka,Guest suite,Entire home/apt,3,1,1,2,Real Bed,50,,1,0,1,1125,99,100,t,flexible
f,4,f,Sherburne,House,Entire home/apt,8,2,4,4,Real Bed,99,500,6,50,1,30,0,,t,flexible
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,Real Bed,110,300,6,150,1,1125,41,95,t,strict_14_with_grace_period
t,1,f,Washington,Guesthouse,Entire home/apt,4,1,2,2,Real Bed,89,0,1,10,2,7,33,99,f,flexible
t,3,f,Sherburne,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,200,2,25,2,120,0,,t,strict_14_with_grace_period
t,3,f,Hennepin,House,Private room,1,1,1,1,Real Bed,32,150,1,20,2,30,16,98,t,strict_14_with_grace_period
t,2,f,Chisago,House,Private room,4,1,2,3,Real Bed,20,100,1,5,30,1125,12,100,f,flexible
t,2,t,Hennepin,House,Entire home/apt,12,2,4,4,Real Bed,100,300,5,30,2,10,47,94,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,3,5,5,Real Bed,325,,5,25,2,1125,8,94,t,flexible
t,3,f,Hennepin,House,Private room,2,1,1,1,Real Bed,35,150,1,20,2,31,5,92,t,moderate
t,1,t,Washington,Townhouse,Entire home/apt,2,1.5,2,1,Real Bed,50,0,1,0,1,30,18,98,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,4,1,1,1,Real Bed,95,,1,0,2,1125,9,96,f,strict_14_with_grace_period
t,2,f,Ramsey,Apartment,Entire home/apt,3,1,0,2,Real Bed,157,0,3,0,1,1125,17,95,t,moderate
t,22,t,Hennepin,Loft,Entire home/apt,3,1,1,1,Real Bed,115,0,2,15,2,1125,100,99,f,moderate
t,3,f,Hennepin,Condominium,Entire home/apt,7,2,2,2,Real Bed,110,800,4,10,1,27,98,95,f,moderate
t,1,f,Hennepin,House,Entire home/apt,8,2.5,4,3,Real Bed,200,0,4,10,2,7,8,100,f,moderate
t,2,f,Hennepin,House,Private room,2,1,1,1,Real Bed,50,,1,0,1,90,41,100,f,flexible
f,2,f,Hennepin,House,Private room,2,1,1,1,Real Bed,70,0,2,40,4,1125,4,100,t,flexible
t,2,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,80,,2,15,1,1125,64,97,t,moderate
f,1,f,Carver,Townhouse,Entire home/apt,3,2,2,2,Real Bed,500,,1,0,1,1125,0,,t,flexible
f,1,f,St. Croix,House,Private room,2,2,2,2,Real Bed,17,0,4,0,31,31,0,,f,flexible
t,1,f,Dakota,House,Entire home/apt,10,2,4,5,Real Bed,200,0,10,25,1,1125,42,100,t,moderate
t,1,f,Ramsey,House,Entire home/apt,4,1,2,2,Real Bed,96,,1,0,2,1125,26,95,t,moderate
f,2,f,Hennepin,Townhouse,Entire home/apt,7,1.5,2,4,Real Bed,220,300,5,15,30,120,2,100,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2,4,4,Real Bed,175,1000,4,20,3,1125,12,87,t,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,Real Bed,89,0,2,0,1,1125,63,97,t,moderate
f,2,t,Hennepin,House,Entire home/apt,6,3,4,4,Real Bed,650,,1,0,3,12,0,,t,flexible
t,1,t,Hennepin,House,Entire home/apt,4,1,2,2,Real Bed,75,0,2,10,1,8,55,100,f,flexible
f,1,f,Hennepin,House,Private room,4,1.5,1,1,Real Bed,45,0,1,25,4,30,0,,t,flexible
t,5,f,Hennepin,Condominium,Entire home/apt,2,1,1,1,Real Bed,85,0,1,0,2,1125,77,98,t,moderate
t,1,f,Washington,Farm stay,Entire home/apt,5,2,3,4,Real Bed,225,250,1,0,2,1125,10,100,t,moderate
t,4,f,Ramsey,House,Private room,2,1,1,1,Real Bed,57,200,1,5,1,30,81,100,t,moderate
f,2,t,Hennepin,House,Private room,2,1,1,1,Real Bed,57,200,2,10,2,7,0,,f,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,1,Real Bed,89,0,2,25,1,1125,47,97,t,moderate
t,1,f,Hennepin,Condominium,Entire home/apt,6,1,2,2,Real Bed,120,250,4,25,1,28,39,97,f,moderate
t,5,t,Hennepin,House,Private room,1,1.5,1,1,Real Bed,30,,1,5,3,14,25,98,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,0,1,0,1,4,4,95,t,moderate
t,4,f,Ramsey,Guest suite,Private room,2,1,1,1,Real Bed,57,250,1,0,1,30,139,99,f,moderate
t,4,f,Ramsey,House,Entire home/apt,5,2,3,3,Real Bed,130,600,2,7,3,8,3,100,t,strict_14_with_grace_period
t,2,t,Hennepin,Guest suite,Entire home/apt,5,1,1,2,Real Bed,99,,1,0,1,90,98,97,f,moderate
f,2,f,Le Sueur,House,Private room,12,2,3,9,Real Bed,440,100,1,0,1,30,6,100,f,strict_14_with_grace_period
t,1,t,Hennepin,Barn,Entire home/apt,2,1,1,1,Real Bed,110,0,2,15,2,1125,37,99,f,moderate
t,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,Real Bed,49,300,1,10,2,1125,13,98,f,strict_14_with_grace_period
t,7,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,Real Bed,55,250,2,20,2,1125,37,97,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,3,3,4,Real Bed,250,975,1,0,3,6,3,100,f,moderate
f,1,t,Dakota,Boat,Entire home/apt,6,2,2,4,Real Bed,210,,6,20,2,10,2,100,f,flexible
f,1,t,Hennepin,House,Entire home/apt,5,2,0,2,Real Bed,97,,1,0,1,30,4,100,f,flexible
t,1,f,Pierce,Farm stay,Entire home/apt,12,1.5,4,6,Real Bed,225,,8,10,2,1125,18,100,t,flexible
t,2,t,Ramsey,House,Entire home/apt,8,1,3,4,Real Bed,115,250,4,15,1,1125,107,99,f,strict_14_with_grace_period
t,1,f,Ramsey,House,Private room,2,1,1,1,Real Bed,35,,1,0,1,1125,27,97,t,flexible
f,1,f,Ramsey,House,Entire home/apt,6,1,3,3,Real Bed,115,150,2,10,2,30,39,92,t,flexible
t,7,f,Hennepin,Apartment,Entire home/apt,2,1,1,2,Real Bed,89,300,1,0,2,14,63,100,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,0,1,0,3,1125,17,100,t,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,7,1,3,6,Real Bed,135,2000,5,10,3,27,21,95,f,strict_14_with_grace_period
f,7,f,Ramsey,House,Private room,4,2,1,1,Real Bed,49,100,2,10,1,1125,7,94,f,strict_14_with_grace_period
t,2,f,Mille Lacs,Townhouse,Entire home/apt,4,2.5,2,3,Real Bed,175,0,1,0,2,1125,18,98,t,strict_14_with_grace_period
t,5,f,Hennepin,Bungalow,Entire home/apt,9,2,3,4,Real Bed,145,150,10,0,2,365,37,98,t,moderate
f,6,f,Hennepin,Boutique hotel,Private room,2,1,1,1,Real Bed,75,,1,0,1,1125,29,97,t,flexible
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,Real Bed,110,300,6,150,1,1125,46,90,t,strict_14_with_grace_period
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,Real Bed,110,300,6,150,1,1125,61,95,t,strict_14_with_grace_period
t,4,t,Hennepin,House,Private room,2,1,1,1,Real Bed,30,,1,5,1,1125,46,94,f,flexible
f,1,t,Hennepin,House,Private room,2,1,1,2,Real Bed,45,0,1,10,4,30,8,100,f,moderate
t,3,f,Hennepin,House,Entire home/apt,4,1,2,2,Real Bed,129,100,1,0,1,89,75,99,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,,2,40,2,1125,23,100,f,moderate
f,1,f,Hennepin,Townhouse,Private room,1,1,1,1,Real Bed,27,0,1,15,1,7,27,88,t,strict_14_with_grace_period
t,5,f,Hennepin,House,Entire home/apt,3,1,1,2,Real Bed,95,100,2,15,3,90,19,99,t,moderate
t,3,t,Hennepin,House,Entire home/apt,4,2,2,2,Real Bed,199,,1,0,1,1125,1,100,t,flexible
t,2,f,Hennepin,House,Private room,2,1,1,1,Real Bed,40,,1,0,1,7,22,97,f,flexible
t,2,f,Carver,Guest suite,Private room,2,1,1,1,Real Bed,32,0,1,7,1,1125,59,98,t,flexible
t,8,f,Hennepin,House,Entire home/apt,8,2,3,4,Real Bed,115,100,6,25,28,1125,4,100,f,moderate
t,2,f,Ramsey,House,Entire home/apt,6,2,4,4,Real Bed,125,,1,0,2,5,19,97,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,300,1,0,2,150,13,100,f,moderate
t,22,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,89,0,2,10,2,1125,81,97,f,moderate
t,5,t,Ramsey,Bungalow,Entire home/apt,4,1,2,2,Real Bed,99,500,2,10,1,1125,34,96,f,flexible
f,1,f,Dakota,House,Private room,4,1,2,3,Real Bed,150,500,4,50,2,7,1,100,t,flexible
t,1,t,Dakota,House,Entire home/apt,10,3.5,4,6,Real Bed,350,0,1,0,2,14,18,100,f,flexible
t,1,t,Sherburne,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,85,0,2,20,1,1125,39,100,t,moderate
t,1,f,Hennepin,Condominium,Entire home/apt,5,1.5,3,3,Real Bed,81,0,2,5,2,30,37,99,t,strict_14_with_grace_period
t,7,t,Hennepin,House,Private room,2,1,1,1,Real Bed,35,0,1,10,1,30,56,100,t,flexible
f,1,f,Hennepin,House,Entire home/apt,8,4.5,4,4,Real Bed,450,5000,1,0,7,45,0,,t,flexible
t,2,t,Dakota,House,Entire home/apt,15,3.5,5,6,Real Bed,500,750,8,20,2,1125,12,97,t,moderate
t,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,Real Bed,92,0,2,0,2,1125,15,100,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,780,,1,0,1,7,0,,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,1,2,2,Real Bed,160,100,4,15,3,1125,4,100,t,flexible
t,2,t,Washington,Apartment,Entire home/apt,3,1,1,2,Real Bed,160,400,1,0,1,29,36,99,f,strict_14_with_grace_period
t,1,f,Carver,Guest suite,Entire home/apt,2,1,1,2,Real Bed,45,0,2,0,2,14,61,100,t,moderate
t,8,f,Hennepin,House,Entire home/apt,6,1,2,3,Real Bed,100,100,4,25,6,1125,17,96,f,strict_14_with_grace_period
t,2,f,Hennepin,Apartment,Private room,2,1,1,1,Real Bed,49,100,1,0,1,5,37,97,t,flexible
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,1,Real Bed,99,0,2,25,1,90,48,98,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,Real Bed,89,0,1,0,1,120,44,96,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,0,2,25,1,120,55,98,t,moderate
f,1,t,Hennepin,Townhouse,Entire home/apt,3,1,2,1,Real Bed,70,100,1,0,1,1125,1,100,f,flexible
f,78,f,Hennepin,Apartment,Entire home/apt,7,2,3,5,Real Bed,179,150,1,0,1,1125,82,82,t,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,75,0,1,0,1,1125,93,97,f,flexible
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,39,0,1,0,1,1125,39,99,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,0,1,0,3,1125,20,100,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,1,1,1,1,Real Bed,97,,1,97,1,1125,1,100,f,moderate
f,17,f,Hennepin,House,Entire home/apt,16,9,13,24,Real Bed,1295,0,13,25,1,1125,12,95,t,strict_14_with_grace_period
t,4,f,Hennepin,Townhouse,Entire home/apt,4,4,2,3,Real Bed,125,250,4,15,1,1125,51,97,f,moderate
f,1,f,Hennepin,House,Entire home/apt,4,1.5,2,2,Real Bed,95,200,2,10,30,1125,3,100,t,strict_14_with_grace_period
f,2,f,Hennepin,Apartment,Entire home/apt,8,1,3,3,Real Bed,90,100,4,20,2,1125,33,88,t,strict_14_with_grace_period
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,Real Bed,110,300,6,150,1,1124,71,90,t,strict_14_with_grace_period
f,1,f,Ramsey,Apartment,Private room,2,1,1,1,Real Bed,29,,2,15,1,4,5,84,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,4.5,4,4,Real Bed,690,5000,5,100,5,40,1,100,f,strict_14_with_grace_period
t,22,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,Real Bed,129,0,2,10,2,1125,62,96,f,moderate
t,1,f,Pierce,House,Entire home/apt,6,1.5,1,1,Real Bed,130,0,2,40,1,2,17,100,f,flexible
t,1,f,Ramsey,Apartment,Entire home/apt,4,2,2,2,Real Bed,125,500,4,0,1,21,30,99,f,moderate
t,1,t,Anoka,Apartment,Entire home/apt,8,2,2,2,Real Bed,80,0,2,10,2,1125,53,98,t,flexible
t,52,t,Hennepin,House,Entire home/apt,10,3.5,5,6,Real Bed,449,500,1,0,2,1125,10,96,f,moderate
f,1,f,Mille Lacs,House,Entire home/apt,8,2.5,4,5,Real Bed,175,500,1,0,2,14,5,100,t,strict_14_with_grace_period
t,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,Real Bed,75,0,2,10,2,1125,60,99,f,flexible
f,2,f,Wright,House,Private room,2,1,1,1,Real Bed,75,250,2,50,14,364,0,,f,strict_14_with_grace_period
t,1,f,Hennepin,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,200,0,1,0,1,29,81,98,f,moderate
f,1,f,Ramsey,Condominium,Private room,2,1,1,1,Real Bed,80,,1,0,1,1125,1,100,t,flexible
t,24,t,Hennepin,House,Private room,1,1,1,1,Real Bed,50,100,1,10,30,150,1,100,f,strict_14_with_grace_period
t,1,t,Dakota,Townhouse,Private room,2,1,1,1,Real Bed,65,0,2,50,1,90,1,100,f,strict_14_with_grace_period
f,2,f,Ramsey,Hostel,Private room,2,2,1,1,Real Bed,31,0,2,10,2,1125,13,100,f,moderate
t,5,f,Ramsey,Apartment,Entire home/apt,5,2,2,2,Real Bed,150,1000,2,25,2,31,14,97,f,flexible
f,17,f,Hennepin,House,Private room,4,1,1,3,Real Bed,90,0,1,25,1,1125,4,95,f,strict_14_with_grace_period
t,28,f,Hennepin,House,Entire home/apt,12,1,3,5,Real Bed,344,250,10,10,3,30,25,99,t,flexible
f,17,f,Hennepin,House,Private room,4,1,1,3,Real Bed,80,0,1,25,1,1125,5,100,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,75,0,1,25,1,1125,12,95,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,4,1,1,2,Real Bed,80,0,1,25,1,1125,7,97,f,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,1,1,0,1,Real Bed,60,,1,0,14,14,1,100,t,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,15,2,4,8,Real Bed,299,0,8,15,1,1125,60,98,t,moderate
t,1,f,Pierce,Guest suite,Entire home/apt,2,1,1,1,Real Bed,50,100,1,5,1,30,13,97,f,moderate
f,2,f,Ramsey,House,Private room,2,2,1,1,Real Bed,31,,2,10,2,1125,34,91,t,moderate
t,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,Real Bed,70,0,1,0,2,1125,51,99,t,moderate
f,17,f,Hennepin,House,Private room,4,1,1,2,Real Bed,75,0,1,25,1,1125,10,94,f,strict_14_with_grace_period
f,41,f,Anoka,Apartment,Entire home/apt,10,1,3,3,Real Bed,139,300,6,6,2,365,1,80,f,moderate
t,3,f,Wright,House,Entire home/apt,4,2,3,0,Real Bed,150,150,1,0,7,180,1,100,t,flexible
t,2,t,Ramsey,House,Entire home/apt,6,1,2,3,Real Bed,50,0,1,20,1,21,8,98,t,strict_14_with_grace_period
t,3,t,Ramsey,Apartment,Entire home/apt,2,1,0,1,Real Bed,50,,1,0,3,28,58,98,f,strict_14_with_grace_period
f,1,f,Washington,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,83,0,1,0,2,180,26,93,f,moderate
f,17,f,Hennepin,House,Private room,4,1,1,3,Real Bed,55,0,1,25,1,1125,11,95,f,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Private room,3,1,1,2,Real Bed,69,,2,25,1,1125,125,99,f,moderate
f,17,f,Hennepin,House,Entire home/apt,16,7,9,18,Real Bed,995,0,9,25,1,1125,2,100,t,strict_14_with_grace_period
f,1,f,Wright,House,Entire home/apt,5,3,4,5,Real Bed,99,300,5,20,1,4,18,99,f,moderate
f,9,t,Ramsey,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,99,200,2,10,1,1125,30,97,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,55,0,1,25,1,1125,3,80,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Entire home/apt,16,6,10,18,Real Bed,695,0,10,25,1,1125,15,89,t,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Entire home/apt,3,1,1,2,Real Bed,80,0,2,10,2,1125,31,94,f,moderate
f,1,t,Hennepin,Condominium,Private room,2,1,1,1,Real Bed,70,,1,0,2,1125,20,99,t,strict_14_with_grace_period
t,1,t,Ramsey,House,Private room,2,1,1,1,Real Bed,40,0,1,15,1,120,66,99,f,moderate
f,9,t,Ramsey,House,Private room,1,1.5,1,1,Real Bed,99,,1,0,1,1125,0,,f,flexible
f,41,f,Hennepin,House,Entire home/apt,16,2,5,10,Real Bed,249,500,10,6,2,366,1,100,f,moderate
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,55,0,1,25,1,1125,7,89,f,strict_14_with_grace_period
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,0,1,0,3,1125,13,94,t,strict_14_with_grace_period
f,41,f,Hennepin,Townhouse,Entire home/apt,16,2,4,8,Real Bed,199,300,12,6,2,366,9,87,f,moderate
f,41,f,Anoka,Apartment,Entire home/apt,4,1,1,2,Real Bed,94,200,2,6,2,366,1,,t,moderate
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,55,0,1,25,1,1125,15,87,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,125,1,0,2,13,12,97,t,strict_14_with_grace_period
f,3,f,St. Croix,Bed and breakfast,Hotel room,2,1,1,1,Real Bed,145,0,2,35,1,14,2,100,t,strict_14_with_grace_period
f,3,f,St. Croix,Bed and breakfast,Hotel room,3,1,1,1,Real Bed,155,0,2,35,1,14,1,100,t,strict_14_with_grace_period
f,3,f,St. Croix,Guest suite,Private room,4,1,0,1,Real Bed,65,0,1,25,2,28,5,96,t,strict_14_with_grace_period
t,3,t,Hennepin,House,Private room,4,1.5,1,3,Real Bed,68,0,1,20,2,1125,18,98,f,moderate
t,0,f,Washington,Townhouse,Private room,2,1,1,1,Real Bed,58,0,1,20,2,5,9,100,f,moderate
t,2,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,Real Bed,115,100,2,8,2,27,70,97,t,flexible
f,17,f,Hennepin,House,Private room,4,1,1,2,Real Bed,65,0,1,25,1,1125,9,98,f,strict_14_with_grace_period
t,4,t,Hennepin,House,Entire home/apt,5,1,2,2,Real Bed,100,0,3,10,2,30,72,99,f,strict_14_with_grace_period
f,1,f,Hennepin,Condominium,Entire home/apt,3,1,1,4,Real Bed,225,500,1,0,14,182,0,,f,flexible
f,17,f,Hennepin,House,Private room,10,3,3,4,Real Bed,280,0,3,25,1,1125,12,96,f,strict_14_with_grace_period
t,7,t,Hennepin,House,Private room,2,1,1,1,Real Bed,45,0,1,10,1,14,61,99,t,flexible
f,17,f,Hennepin,House,Entire home/apt,16,4,6,14,Real Bed,595,0,6,25,1,1125,15,100,t,strict_14_with_grace_period
t,6,f,Ramsey,Bed and breakfast,Private room,4,1,1,0,Real Bed,250,1500,2,35,1,365,0,,t,super_strict_30
t,6,f,Ramsey,Bed and breakfast,Private room,2,1,1,0,Real Bed,250,1500,2,0,1,365,0,,t,super_strict_30
t,6,f,Ramsey,Bed and breakfast,Private room,4,0,1,3,Real Bed,250,1500,2,35,1,365,0,,t,super_strict_30
t,2,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,69,0,1,49,2,1078,3,100,t,moderate
f,0,t,Hennepin,House,Private room,2,1,2,2,Real Bed,90,0,2,10,2,1125,3,100,f,moderate
t,4,f,Hennepin,House,Entire home/apt,3,1,1,2,Real Bed,100,150,1,0,2,1125,24,98,f,moderate
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,Real Bed,110,300,6,150,1,1125,56,95,t,strict_14_with_grace_period
t,24,t,Ramsey,Condominium,Entire home/apt,6,1,2,2,Real Bed,199,100,3,10,1,90,26,98,t,moderate
t,3,f,Ramsey,House,Entire home/apt,10,2,4,6,Real Bed,329,150,7,20,1,20,53,99,f,moderate
t,7,t,Hennepin,House,Private room,2,1,1,1,Real Bed,30,0,1,5,1,90,101,94,t,moderate
f,7,f,Ramsey,House,Private room,4,2,2,1,Real Bed,49,150,2,10,1,1125,13,92,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,50,0,1,25,1,1125,1,100,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,Real Bed,41,0,1,25,1,1125,16,96,f,strict_14_with_grace_period
t,7,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,40,0,1,10,1,1125,53,98,t,moderate
t,2,f,Carver,House,Private room,2,1,1,1,Real Bed,45,0,1,7,1,1125,37,98,f,flexible
f,1,f,Anoka,House,Entire home/apt,9,3.5,5,5,Real Bed,550,0,1,0,3,14,0,,t,flexible
f,1,f,Washington,House,Entire home/apt,13,2.5,6,8,Real Bed,1500,2000,1,0,2,30,0,,t,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,,1,0,7,1125,1,60,f,flexible
f,1,f,Scott,Townhouse,Private room,1,1,1,1,Real Bed,35,,1,0,1,3,0,,f,flexible
t,7,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,40,0,1,10,1,1125,75,96,t,moderate
