host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
f,6,t,Ramsey,Apartment,Entire home/apt,6,1,2,3,Real Bed,68,100,3,25,2,1125,117,94,t,moderate
f,1,f,Ramsey,House,Entire home/apt,4,1,2,2,Real Bed,800,,1,0,3,9,0,,t,moderate
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,250,1,0,2,1125,27,97,t,flexible
t,2,t,Ramsey,House,Private room,6,1,2,3,Real Bed,75,500,4,15,2,21,66,98,f,moderate
t,1,t,Hennepin,House,Private room,1,1,1,1,Real Bed,35,100,1,0,4,30,63,100,f,moderate
f,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,Real Bed,50,,1,0,1,1125,1,100,t,flexible
t,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,Real Bed,54,,1,0,1,1125,292,99,f,moderate
f,1,t,Hennepin,Condominium,Entire home/apt,2,1,1,2,Real Bed,189,,1,0,1,1125,25,95,f,moderate
t,48,t,Hennepin,House,Private room,2,1,1,1,Real Bed,49,0,1,12,1,28,177,97,t,moderate
t,48,t,Hennepin,House,Private room,2,1,1,1,Real Bed,49,0,1,12,1,28,153,95,t,moderate
f,4,t,Hennepin,House,Entire home/apt,12,3.5,4,6,Real Bed,1000,750,8,25,3,1125,4,100,f,strict_14_with_grace_period
f,10,t,Ramsey,House,Entire home/apt,14,2,3,6,Real Bed,85,200,4,25,2,1125,98,96,t,moderate
t,1,t,Ramsey,House,Private room,3,1,1,2,Real Bed,55,,2,8,1,8,57,99,f,moderate
f,1,f,Hennepin,Serviced apartment,Entire home/apt,5,1.5,2,5,Real Bed,189,100,1,69,1,1125,53,88,f,flexible
f,1,f,Chisago,Other,Private room,1,1,1,1,Real Bed,45,,1,0,30,90,0,,t,flexible
f,1,t,Ramsey,House,Entire home/apt,6,1,3,4,Real Bed,1000,200,5,25,2,1125,4,100,f,strict_14_with_grace_period
f,2,t,Hennepin,Townhouse,Private room,1,1,1,1,Real Bed,50,0,1,15,2,90,60,95,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,130,0,1,15,2,6,2,100,t,strict_14_with_grace_period
t,1,t,Hennepin,Guest suite,Private room,5,1,1,2,Real Bed,85,0,4,20,1,21,87,96,f,flexible
t,1,t,Ramsey,House,Entire home/apt,8,2,4,4,Real Bed,185,0,6,15,2,300,13,100,f,moderate
t,1,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,36,,2,25,2,10,89,100,f,flexible
t,2,f,Hennepin,House,Private room,1,1.5,1,1,Real Bed,61,0,1,0,2,1125,26,100,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,2.5,3,2,Real Bed,800,1500,1,0,4,14,0,,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,2,3,Real Bed,51,,1,0,1,1125,53,97,t,flexible
t,1,t,Mille Lacs,Cabin,Entire home/apt,12,2.5,4,9,Real Bed,225,400,1,0,5,10,31,98,t,moderate
f,2,f,Hennepin,Condominium,Entire home/apt,4,2,2,2,Real Bed,109,,1,0,3,365,5,85,f,strict_14_with_grace_period
t,1,f,Ramsey,Guesthouse,Entire home/apt,3,1,1,1,Real Bed,150,250,1,0,2,29,16,100,f,moderate
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,Real Bed,89,150,2,25,1,1125,129,99,t,moderate
f,1,t,Hennepin,Condominium,Entire home/apt,2,2,1,1,Real Bed,105,350,1,0,2,1125,3,100,f,flexible
f,1,f,Scott,House,Private room,2,2,1,1,Real Bed,150,150,1,0,10,10,0,,t,flexible
f,1,t,Anoka,House,Entire home/apt,10,3,4,5,Real Bed,415,1000,4,30,2,1125,2,100,f,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,1,1,1,1,Real Bed,100,,1,0,7,7,0,,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,2,0,6,Real Bed,400,,1,0,4,7,0,,f,flexible
f,1,f,Wright,House,Entire home/apt,8,2,4,4,Real Bed,210,500,6,45,5,14,20,97,t,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,3,1,1,1,Real Bed,50,300,2,25,1,1125,10,96,f,flexible
f,1,f,Hennepin,House,Entire home/apt,8,2,2,2,Real Bed,1250,5000,1,100,4,9,0,,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,7,2,5,7,Real Bed,9000,,1,0,4,1125,0,,t,flexible
f,1,f,Ramsey,House,Entire home/apt,7,2,4,4,Real Bed,1400,2500,1,0,3,3,0,,f,moderate
f,1,t,Hennepin,House,Entire home/apt,4,1,2,5,Real Bed,190,250,4,25,2,1125,56,99,t,moderate
f,1,f,Hennepin,House,Private room,1,2,1,1,Airbed,60,,1,0,1,2,0,,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,2,3,Real Bed,2000,1000,1,0,4,8,0,,f,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Private room,3,1,1,2,Real Bed,60,,1,15,2,6,4,95,f,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Private room,2,1,1,1,Real Bed,125,,1,0,1,1125,0,,f,flexible
f,1,f,Carver,Apartment,Entire home/apt,4,1,2,2,Real Bed,2500,,1,0,1,1125,0,,t,flexible
f,1,t,Washington,House,Entire home/apt,10,4.5,5,5,Real Bed,3000,3000,1,0,3,14,0,,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,35,250,1,15,2,33,16,95,f,flexible
f,1,t,St. Croix,Villa,Entire home/apt,10,2.5,5,4,Real Bed,779,1000,12,30,2,27,15,90,f,moderate
f,1,t,Hennepin,House,Entire home/apt,8,1.5,4,4,Real Bed,1000,,1,0,2,14,0,,f,flexible
t,4,t,St. Croix,House,Private room,8,2,1,2,Real Bed,55,,2,30,1,365,84,99,f,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,3,3,Real Bed,3000,1000,1,0,2,14,0,,t,moderate
f,1,f,Dakota,House,Entire home/apt,16,3,4,5,Real Bed,2200,,12,100,3,1125,0,,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,10,5.5,5,5,Real Bed,5000,5000,1,0,4,7,0,,f,flexible
f,1,f,Carver,House,Private room,2,1.5,1,1,Real Bed,100,,1,0,1,7,2,100,t,flexible
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,Real Bed,76,,2,30,3,31,64,98,f,strict_14_with_grace_period
f,1,f,Scott,House,Private room,8,4.5,4,4,Real Bed,1000,,1,0,3,14,0,,f,moderate
t,2,t,Ramsey,Guest suite,Entire home/apt,2,1,1,1,Real Bed,75,0,2,50,2,10,94,96,t,moderate
t,1,t,Hennepin,House,Private room,2,1,0,1,Real Bed,60,0,1,0,2,14,136,99,t,flexible
f,1,f,Washington,Villa,Entire home/apt,10,3.5,5,7,Real Bed,2500,5000,1,0,7,7,0,,f,strict_14_with_grace_period
f,1,f,Washington,House,Private room,4,1.5,2,2,Real Bed,299,500,4,50,3,10,0,,f,flexible
f,12,f,Hennepin,House,Entire home/apt,6,1,2,3,Real Bed,90,0,6,0,1,365,89,92,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Private room,2,1,1,1,Real Bed,55,0,1,10,1,30,149,99,f,moderate
f,1,f,Hennepin,House,Private room,1,1,1,1,Real Bed,31,,1,10,1,15,15,100,f,flexible
t,1,t,Hennepin,Apartment,Private room,2,1,1,1,Real Bed,79,,1,0,1,1125,116,97,t,flexible
f,1,f,Washington,House,Entire home/apt,12,4,3,3,Real Bed,1000,200,8,25,3,30,0,,t,flexible
t,2,f,Ramsey,House,Private room,1,1,1,1,Real Bed,34,100,1,0,2,1125,29,97,f,moderate
t,1,f,Scott,House,Entire home/apt,4,1,2,2,Real Bed,103,500,1,0,2,1125,55,97,t,moderate
f,1,f,Anoka,House,Private room,3,1,1,2,Real Bed,110,0,1,0,2,10,4,100,f,moderate
t,1,f,Hennepin,House,Entire home/apt,6,1,2,2,Real Bed,89,,1,0,3,1125,105,98,t,moderate
t,1,t,Hennepin,House,Entire home/apt,4,1,2,2,Real Bed,145,0,4,15,3,1125,29,97,f,moderate
t,3,f,Hennepin,Apartment,Entire home/apt,6,1,3,3,Real Bed,90,450,1,15,1,1125,91,99,f,moderate
f,1,f,Hennepin,House,Entire home/apt,7,2,3,4,Real Bed,100,,1,0,3,7,2,100,f,moderate
f,1,t,Hennepin,House,Entire home/apt,12,3,5,5,Real Bed,2800,1950,1,50,3,7,0,,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,55,0,1,0,2,7,16,99,f,flexible
t,1,f,Washington,Farm stay,Entire home/apt,8,2,3,4,Real Bed,60,500,1,25,2,90,111,99,t,moderate
f,1,f,Hennepin,Townhouse,Private room,2,2.5,1,1,Real Bed,350,,1,0,1,20,0,,t,flexible
t,1,f,Ramsey,House,Private room,2,1,1,1,Real Bed,59,0,1,0,1,14,137,98,t,moderate
t,4,t,Ramsey,Cottage,Entire home/apt,4,0.5,1,2,Real Bed,125,300,1,25,2,75,36,99,f,moderate
f,1,t,Hennepin,House,Private room,2,1,1,1,Real Bed,26,,1,0,1,1125,72,85,t,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,85,,1,0,1,7,36,96,f,flexible
f,1,f,Hennepin,Apartment,Private room,1,1,1,1,Real Bed,750,,1,0,1,5,0,,t,flexible
f,2,t,Chisago,House,Private room,2,1,1,1,Real Bed,70,0,2,50,1,120,36,95,f,moderate
t,1,f,Carver,House,Private room,1,1,1,1,Real Bed,31,,1,0,1,14,96,97,t,flexible
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,Real Bed,50,100,1,0,1,1125,38,96,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,2.5,3,4,Real Bed,2500,500,1,0,5,1125,0,,f,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,2,Real Bed,94,0,2,25,1,90,291,98,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,6,1,2,2,Real Bed,94,0,1,20,1,1125,200,99,f,moderate
t,2,f,Mille Lacs,Other,Private room,3,1,1,2,Real Bed,69,,2,5,2,1125,26,96,f,moderate
f,2,t,Hennepin,House,Entire home/apt,5,1,2,2,Real Bed,149,0,2,15,2,1125,84,95,f,strict_14_with_grace_period
f,1,f,Isanti,Cabin,Entire home/apt,12,1.5,3,4,Real Bed,250,0,8,15,4,14,2,100,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1.5,1,1,Real Bed,50,,1,0,2,1125,19,96,f,moderate
f,2,f,Hennepin,House,Private room,1,2,1,1,Real Bed,38,150,1,50,28,1125,3,93,f,flexible
f,1,f,Hennepin,House,Entire home/apt,7,1,4,5,Real Bed,766,0,1,0,2,14,0,,f,moderate
t,1,t,Hennepin,House,Private room,2,1,1,1,Real Bed,75,,1,0,1,1125,102,99,f,moderate
t,2,t,Ramsey,House,Private room,1,1,1,1,Real Bed,50,0,1,25,3,30,12,100,f,flexible
f,1,f,Hennepin,House,Entire home/apt,12,3.5,6,6,Real Bed,1000,3000,12,50,2,10,12,100,f,strict_14_with_grace_period
t,1,f,Hennepin,House,Entire home/apt,16,2,4,10,Real Bed,129,500,4,25,1,1125,157,98,f,strict_14_with_grace_period
t,1,t,Chisago,Guest suite,Entire home/apt,4,1,1,2,Real Bed,80,0,2,10,1,28,136,99,t,moderate
t,13,t,Ramsey,House,Entire home/apt,16,5.5,9,9,Real Bed,950,1500,10,25,3,1125,25,99,f,strict_14_with_grace_period
t,2,t,Hennepin,Townhouse,Private room,2,2.5,1,1,Real Bed,100,0,2,25,1,30,94,99,f,flexible
t,1,t,Hennepin,House,Entire home/apt,6,1,2,3,Real Bed,120,200,1,0,1,21,222,100,t,moderate
f,1,t,Hennepin,Apartment,Private room,3,1,1,1,Real Bed,60,,2,10,1,4,13,98,t,moderate
f,6,t,Carver,House,Private room,5,1,1,1,Real Bed,55,300,1,45,1,1125,74,96,f,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,1,Real Bed,78,,1,0,3,7,0,,f,flexible
t,9,t,Hennepin,House,Entire home/apt,16,1.5,4,7,Real Bed,450,400,6,10,2,1125,127,97,f,moderate
t,1,f,Hennepin,House,Private room,6,1.5,3,4,Real Bed,55,1000,1,20,1,7,151,100,t,moderate
f,1,f,Sherburne,House,Entire home/apt,6,1,2,4,Real Bed,185,400,1,0,2,30,8,98,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2,4,3,Real Bed,1000,500,1,0,3,10,0,,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,2.5,4,5,Real Bed,1500,400,1,0,2,1125,1,100,t,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,6,2,3,3,Real Bed,135,150,6,25,2,365,113,99,t,moderate
f,1,f,Ramsey,House,Entire home/apt,10,3.5,10,6,Real Bed,3200,0,1,0,3,14,0,,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,29,,1,0,1,7,0,,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,115,,1,0,2,1125,2,100,t,flexible
t,0,f,Hennepin,House,Private room,2,1,1,1,Real Bed,40,0,1,11,1,1125,18,100,f,moderate
t,1,t,Hennepin,House,Private room,4,1,2,2,Real Bed,43,0,2,15,1,10,82,98,f,flexible
t,1,t,Pierce,Cabin,Entire home/apt,4,1,1,1,Real Bed,105,,4,25,2,1125,92,100,f,flexible
f,1,f,Hennepin,House,Entire home/apt,10,2,2,2,Real Bed,750,0,6,20,4,7,0,,f,flexible
t,1,t,Washington,Townhouse,Entire home/apt,8,2,2,2,Real Bed,80,250,1,10,2,60,96,99,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,Real Bed,2000,,1,0,3,1125,0,,t,flexible
t,1,t,Hennepin,House,Entire home/apt,6,1,1,1,Real Bed,129,0,2,10,2,1125,23,97,f,flexible
t,5,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,,1,0,1,1111,79,91,f,strict_14_with_grace_period
t,4,t,Hennepin,Townhouse,Private room,2,1,1,1,Real Bed,35,0,2,10,1,1125,141,98,f,strict_14_with_grace_period
t,1,f,Hennepin,Bungalow,Entire home/apt,5,1,1,2,Real Bed,99,200,2,10,2,90,147,98,f,flexible
t,1,f,Hennepin,House,Private room,2,2,1,1,Real Bed,65,0,1,0,1,11,67,100,f,flexible
t,2,t,St. Croix,Apartment,Entire home/apt,4,1,1,3,Real Bed,85,,1,0,2,90,90,98,f,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,46,,1,0,1,6,4,100,f,moderate
f,1,f,Ramsey,House,Entire home/apt,2,1,1,1,Real Bed,85,,1,0,1,1125,13,98,f,flexible
t,1,f,Hennepin,House,Private room,3,1,1,1,Real Bed,80,0,1,25,1,1125,23,99,f,flexible
t,6,t,Washington,House,Private room,2,1,1,1,Real Bed,36,0,1,5,1,1125,19,99,f,strict_14_with_grace_period
f,2,t,Hennepin,House,Entire home/apt,3,1,2,2,Real Bed,65,,1,0,7,1125,5,100,f,moderate
f,1,t,Hennepin,House,Entire home/apt,8,3,4,4,Real Bed,95,500,1,0,2,14,4,100,t,strict_14_with_grace_period
t,6,t,Washington,House,Entire home/apt,11,2.5,4,4,Real Bed,485,250,11,20,1,1125,32,100,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,7,3,4,4,Real Bed,200,250,1,0,2,5,10,100,f,flexible
f,1,f,St. Croix,House,Entire home/apt,12,3.5,5,6,Real Bed,1000,200,1,0,1,6,12,98,f,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,5,1,2,2,Real Bed,2500,,1,0,1,4,0,,t,flexible
t,1,f,Hennepin,House,Entire home/apt,4,1,2,2,Real Bed,99,0,2,20,3,90,97,98,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,2,4,6,Real Bed,150,750,5,25,2,1125,0,,f,strict_14_with_grace_period
f,1,f,Hennepin,Guest suite,Private room,2,1,1,2,Real Bed,89,110,2,15,2,1125,86,97,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,1.5,3,3,Real Bed,1285,,1,0,7,1125,0,,t,strict_14_with_grace_period
f,41,f,Hennepin,House,Entire home/apt,16,3,5,12,Real Bed,204,900,10,7,6,120,6,93,f,moderate
t,6,t,Washington,House,Private room,2,1,1,1,Real Bed,30,0,1,5,1,1125,44,98,f,moderate
f,1,f,Hennepin,House,Entire home/apt,8,1.5,3,4,Real Bed,2500,500,8,20,2,6,0,,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,39,0,2,20,2,31,120,100,f,flexible
f,1,t,Washington,House,Entire home/apt,4,1,2,2,Real Bed,95,0,2,35,1,1125,14,94,f,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,6,1.5,2,2,Real Bed,125,350,6,10,2,1125,23,100,f,moderate
f,1,f,Ramsey,House,Entire home/apt,12,2.5,3,3,Real Bed,2000,,1,0,2,4,0,,t,flexible
f,1,t,Hennepin,House,Entire home/apt,14,5,5,7,Real Bed,2000,,1,0,4,9,0,,f,strict_14_with_grace_period
t,4,t,Dakota,House,Private room,2,2.5,1,1,Real Bed,79,2000,1,20,1,120,8,98,t,moderate
f,2,t,Ramsey,House,Private room,2,1,1,1,Real Bed,40,,1,0,2,1125,1,100,f,flexible
f,1,t,Hennepin,House,Entire home/apt,6,3,3,3,Real Bed,2500,1000,1,0,3,7,0,,t,strict_14_with_grace_period
f,17,f,Hennepin,Hostel,Hotel room,1,1.5,1,1,Real Bed,25,,1,0,1,999,41,95,t,moderate
f,17,f,Hennepin,Hostel,Hotel room,1,1.5,1,1,Real Bed,25,0,1,0,1,999,36,90,t,moderate
f,17,f,Hennepin,Hostel,Hotel room,1,1.5,1,1,Real Bed,25,0,1,0,1,999,31,88,t,moderate
f,17,f,Hennepin,Hostel,Hotel room,1,1.5,1,1,Real Bed,25,0,1,0,1,999,73,93,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,7,1,3,4,Real Bed,150,0,4,20,3,1124,25,98,t,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,1,Real Bed,75,0,1,0,1,1125,4,95,f,flexible
t,1,t,Hennepin,Bungalow,Private room,2,1,1,1,Real Bed,45,0,2,10,1,14,215,100,t,flexible
t,1,t,Hennepin,House,Entire home/apt,9,3,3,6,Real Bed,200,500,6,20,2,1124,107,98,f,strict_14_with_grace_period
f,1,t,Hennepin,Townhouse,Private room,1,1.5,1,1,Real Bed,22,150,1,300,14,62,23,97,t,strict_14_with_grace_period
t,1,t,Hennepin,House,Private room,2,1,1,1,Real Bed,45,0,1,0,2,90,138,98,f,moderate
t,1,t,Hennepin,House,Entire home/apt,4,1,1,2,Real Bed,125,200,1,0,13,1125,16,98,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,10,3.5,4,4,Real Bed,2250,1000,1,0,5,9,0,,t,strict_14_with_grace_period
t,13,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,Real Bed,165,0,2,15,2,45,108,99,t,moderate
f,1,f,Ramsey,House,Entire home/apt,9,1.5,4,5,Real Bed,120,500,1,0,1,10,14,96,t,moderate
f,4,t,Hennepin,Condominium,Entire home/apt,2,1,1,1,Real Bed,70,250,1,0,21,1125,1,100,f,strict_14_with_grace_period
t,1,t,Ramsey,House,Entire home/apt,4,1.5,2,2,Real Bed,125,250,1,0,2,90,63,99,t,moderate
t,2,f,Hennepin,House,Private room,1,1,1,1,Real Bed,46,1000,1,0,2,150,55,98,t,moderate
f,3,f,Hennepin,Apartment,Entire home/apt,11,2,5,6,Real Bed,275,275,4,79,2,45,32,96,t,moderate
t,2,f,Hennepin,House,Entire home/apt,5,1,2,2,Real Bed,149,250,2,25,3,120,36,99,f,flexible
f,1,t,Ramsey,House,Private room,6,2,3,3,Real Bed,200,1000,2,25,2,1125,8,100,f,moderate
t,13,t,Hennepin,Apartment,Entire home/apt,6,1,2,4,Real Bed,99,100,3,25,2,1125,14,90,f,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Private room,3,1,1,2,Real Bed,66,,1,0,2,3,0,,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,1,3,3,Real Bed,99,500,3,25,2,60,2,100,f,flexible
t,1,t,Hennepin,House,Entire home/apt,8,2.5,4,5,Real Bed,1000,2000,1,0,2,300,18,99,t,strict_14_with_grace_period
f,1,f,Ramsey,Apartment,Entire home/apt,6,1,2,3,Real Bed,85,0,4,25,2,90,4,100,f,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,6,3.5,3,3,Real Bed,1999,300,6,25,3,5,0,,f,strict_14_with_grace_period
t,1,t,Wright,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,87,0,2,10,1,7,86,99,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,Real Bed,84,0,2,0,1,90,299,97,f,moderate
t,9,t,Hennepin,House,Private room,3,1.5,1,2,Real Bed,60,100,2,15,2,1125,41,97,f,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,Real Bed,450,,1,0,2,7,1,100,t,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,8,1.5,3,3,Real Bed,280,0,1,0,2,1125,1,,t,flexible
f,1,f,Hennepin,House,Entire home/apt,8,2,4,4,Real Bed,150,150,1,0,1,1125,3,100,f,moderate
t,2,t,Hennepin,House,Entire home/apt,8,1,3,2,Real Bed,110,0,4,20,3,21,6,100,t,strict_14_with_grace_period
t,2,t,Hennepin,House,Shared room,1,1,1,1,Real Bed,32,,1,0,2,20,46,98,t,flexible
f,1,f,Anoka,House,Entire home/apt,6,3,3,3,Real Bed,2000,2000,1,0,4,7,0,,t,flexible
t,1,f,Scott,House,Entire home/apt,4,1,2,2,Real Bed,100,0,1,20,2,14,43,100,f,flexible
t,3,t,Anoka,House,Private room,1,1,1,1,Real Bed,38,0,1,8,3,10,28,100,t,moderate
f,2,f,Hennepin,Apartment,Shared room,1,1,1,1,Real Bed,500,100,1,50,1,1125,0,,t,flexible
t,8,f,Hennepin,House,Entire home/apt,7,2,4,4,Real Bed,130,100,4,25,28,1125,26,95,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,7,2,3,3,Real Bed,3000,,1,0,5,1125,0,,t,flexible
t,2,t,Hennepin,Apartment,Shared room,1,1,1,0,Airbed,80,100,1,30,3,30,19,97,f,moderate
f,1,f,Ramsey,House,Private room,1,1,1,1,Real Bed,600,,1,0,1,1125,0,,t,flexible
t,7,t,Hennepin,Loft,Entire home/apt,2,1,0,1,Real Bed,90,0,1,0,1,1125,132,97,f,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,6,1,3,3,Real Bed,400,0,1,0,2,4,2,90,t,flexible
f,7,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,0,1,0,1,1125,302,95,f,moderate
f,1,f,Hennepin,House,Entire home/apt,10,3.5,3,3,Real Bed,2500,,1,0,3,1125,0,,t,flexible
f,1,f,Scott,Apartment,Entire home/apt,4,1,2,2,Real Bed,50,200,4,50,2,29,23,95,t,moderate
t,2,t,Hennepin,House,Private room,3,1.5,1,1,Real Bed,36,,1,10,2,1125,127,97,f,strict_14_with_grace_period
t,2,f,Dakota,House,Private room,2,1.5,1,1,Real Bed,75,,1,0,1,7,16,99,t,flexible
f,1,t,Hennepin,House,Private room,4,2,2,2,Real Bed,65,,1,10,1,1125,7,97,t,flexible
t,1,f,Ramsey,House,Private room,2,1,1,1,Real Bed,69,0,2,0,2,30,74,98,f,strict_14_with_grace_period
f,2,t,Hennepin,House,Entire home/apt,10,2,3,4,Real Bed,500,,1,0,2,1125,0,,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1,1,1,Real Bed,200,,1,0,3,7,1,80,t,flexible
f,1,t,Hennepin,House,Private room,2,1,1,2,Real Bed,46,,1,15,1,1125,33,97,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,7,2,3,2,Real Bed,1000,400,1,0,5,7,0,,f,strict_14_with_grace_period
f,2,f,Scott,Camper/RV,Entire home/apt,3,1,0,2,Real Bed,100,500,1,0,2,1125,0,,f,flexible
t,1,f,Ramsey,House,Entire home/apt,10,2,4,7,Real Bed,335,250,1,0,7,1125,31,100,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,3,3,2,Real Bed,800,500,1,0,2,1125,3,90,f,moderate
t,1,f,Dakota,House,Private room,2,1,1,1,Real Bed,44,0,1,6,1,1125,67,98,f,flexible
f,2,t,Washington,House,Private room,2,1,1,1,Real Bed,150,,2,60,2,1125,2,100,f,strict_14_with_grace_period
f,1,t,Ramsey,House,Private room,6,1,1,1,Real Bed,30,0,2,10,1,30,395,90,f,strict_14_with_grace_period
t,2,f,Hennepin,House,Private room,2,1,1,1,Real Bed,50,0,2,0,2,1125,41,96,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,10,2,5,6,Real Bed,198,500,1,0,2,1125,2,100,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,12,5,4,3,Real Bed,1500,1000,1,0,3,5,1,100,t,strict_14_with_grace_period
t,2,f,Hennepin,House,Entire home/apt,4,1,2,2,Real Bed,99,100,2,20,2,1125,142,97,t,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,8,1,3,4,Real Bed,39,4000,8,0,3,14,0,,t,moderate
f,1,f,Hennepin,House,Entire home/apt,3,1.5,2,2,Real Bed,1000,,1,0,3,7,0,,t,flexible
t,28,f,Hennepin,House,Entire home/apt,10,2,3,5,Real Bed,210,300,8,10,3,365,56,95,t,moderate
f,1,f,Ramsey,House,Private room,1,1,1,1,Real Bed,35,,1,0,1,2,13,97,t,flexible
f,1,f,Ramsey,House,Private room,2,1,1,2,Real Bed,35,,1,0,1,29,2,100,f,flexible
t,6,t,Hennepin,Apartment,Entire home/apt,8,1,4,4,Real Bed,165,200,2,20,1,1124,80,99,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,4,2,2,2,Real Bed,2000,,1,0,1,1125,0,,f,flexible
t,1,t,Hennepin,Guest suite,Private room,2,1,1,1,Real Bed,68,0,2,25,2,14,30,99,f,moderate
f,1,f,Ramsey,House,Private room,3,2,2,3,Real Bed,150,0,2,25,1,31,91,95,t,moderate
f,1,t,Hennepin,House,Entire home/apt,6,1,2,2,Real Bed,573,0,4,30,3,1125,1,100,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1.5,2,2,Real Bed,2500,,1,0,3,9,0,,t,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Private room,1,1,1,1,Real Bed,199,,1,0,1,1125,0,,t,flexible
t,1,t,Hennepin,House,Entire home/apt,10,3,5,6,Real Bed,400,100,1,0,3,30,26,100,t,strict_14_with_grace_period
t,3,t,Hennepin,House,Private room,2,2,1,1,Real Bed,65,,1,5,2,1125,41,100,f,moderate
f,1,t,Hennepin,House,Entire home/apt,10,4.5,5,5,Real Bed,1250,5000,1,0,6,1125,1,100,f,strict_14_with_grace_period
