host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy
f,3,f,St. Croix,House,Entire home/apt,8,2,2,2,200,100,1,2,13,t,moderate
t,2,f,Anoka,Apartment,Entire home/apt,4,2,2,2,143,0,1,1125,10,t,moderate
t,2,f,Anoka,Apartment,Entire home/apt,2,1,0,1,76,0,1,1125,10,t,moderate
t,8,f,Hennepin,House,Entire home/apt,6,1,4,5,110,100,21,1125,22,t,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,54,250,1,1125,54,f,flexible
t,4,f,Le Sueur,Camper/RV,Entire home/apt,6,1,2,9,65,0,1,90,18,f,flexible
f,1,f,Hennepin,House,Private room,4,1,1,1,50,,1,1125,12,f,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,125,0,1,1125,86,f,flexible
f,7,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,125,0,1,1125,120,t,moderate
t,1,t,Ramsey,House,Entire home/apt,8,2,2,5,149,200,3,1125,30,t,moderate
f,1,f,Wright,House,Entire home/apt,9,2,3,9,275,500,3,1125,2,f,flexible
t,1,f,Hennepin,Guest suite,Entire home/apt,4,1,1,2,85,,1,14,62,f,flexible
f,16,f,Hennepin,House,Shared room,2,2.5,1,1,34,0,1,1125,22,t,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Entire home/apt,4,1.5,2,2,85,150,1,90,107,t,moderate
t,6,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,145,200,1,1000,15,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,45,,1,3,1,t,flexible
t,6,t,Hennepin,Apartment,Entire home/apt,6,1,2,2,135,200,1,1000,8,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,0,1,65,0,2,10,3,t,flexible
t,1,f,Hennepin,House,Entire home/apt,6,2.5,3,4,229,0,2,1125,11,f,moderate
t,26,t,Hennepin,House,Entire home/apt,12,2,4,4,189,500,2,1125,12,f,moderate
t,5,f,Hennepin,Apartment,Entire home/apt,5,1,2,2,88,1000,1,1125,46,f,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,2,98,0,1,90,92,t,moderate
f,1,f,Ramsey,Guest suite,Entire home/apt,4,1,1,2,90,0,2,14,15,t,strict_14_with_grace_period
t,1,f,Hennepin,House,Private room,2,1,1,1,60,0,1,90,18,t,strict_14_with_grace_period
t,2,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,80,,1,1125,75,t,moderate
t,1,f,Ramsey,House,Private room,2,1,1,1,60,100,2,1125,37,f,flexible
f,1,t,Hennepin,Apartment,Private room,2,1,1,2,35,0,2,18,12,f,flexible
t,1,f,Dakota,House,Private room,5,1,2,3,125,0,1,14,65,t,flexible
f,2,t,Anoka,House,Entire home/apt,4,1,2,2,100,200,2,200,11,f,moderate
t,2,t,St. Croix,House,Entire home/apt,7,1,3,4,99,500,1,29,65,t,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,55,0,1,1125,60,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1,3,2,125,0,2,1125,2,t,flexible
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,55,0,1,1125,60,f,moderate
t,1,f,Anoka,Guest suite,Entire home/apt,3,1,1,2,50,,1,1125,99,t,flexible
f,4,f,Sherburne,House,Entire home/apt,8,2,4,4,99,500,1,30,0,t,flexible
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,110,300,1,1125,41,t,strict_14_with_grace_period
t,1,f,Washington,Guesthouse,Entire home/apt,4,1,2,2,89,0,2,7,33,f,flexible
t,3,f,Sherburne,Apartment,Entire home/apt,3,1,1,1,110,200,2,120,0,t,strict_14_with_grace_period
t,3,f,Hennepin,House,Private room,1,1,1,1,32,150,2,30,16,t,strict_14_with_grace_period
t,2,f,Chisago,House,Private room,4,1,2,3,20,100,30,1125,12,f,flexible
t,2,t,Hennepin,House,Entire home/apt,12,2,4,4,100,300,2,10,47,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,3,5,5,325,,2,1125,8,t,flexible
t,3,f,Hennepin,House,Private room,2,1,1,1,35,150,2,31,5,t,moderate
t,1,t,Washington,Townhouse,Entire home/apt,2,1.5,2,1,50,0,1,30,18,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,4,1,1,1,95,,2,1125,9,f,strict_14_with_grace_period
t,2,f,Ramsey,Apartment,Entire home/apt,3,1,0,2,157,0,1,1125,17,t,moderate
t,22,t,Hennepin,Loft,Entire home/apt,3,1,1,1,115,0,2,1125,100,f,moderate
t,3,f,Hennepin,Condominium,Entire home/apt,7,2,2,2,110,800,1,27,98,f,moderate
t,1,f,Hennepin,House,Entire home/apt,8,2.5,4,3,200,0,2,7,8,f,moderate
t,2,f,Hennepin,House,Private room,2,1,1,1,50,,1,90,41,f,flexible
f,2,f,Hennepin,House,Private room,2,1,1,1,70,0,4,1125,4,t,flexible
t,2,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,80,,1,1125,64,t,moderate
f,1,f,Carver,Townhouse,Entire home/apt,3,2,2,2,500,,1,1125,0,t,flexible
f,1,f,St. Croix,House,Private room,2,2,2,2,17,0,31,31,0,f,flexible
t,1,f,Dakota,House,Entire home/apt,10,2,4,5,200,0,1,1125,42,t,moderate
t,1,f,Ramsey,House,Entire home/apt,4,1,2,2,96,,2,1125,26,t,moderate
f,2,f,Hennepin,Townhouse,Entire home/apt,7,1.5,2,4,220,300,30,120,2,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2,4,4,175,1000,3,1125,12,t,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,89,0,1,1125,63,t,moderate
f,2,t,Hennepin,House,Entire home/apt,6,3,4,4,650,,3,12,0,t,flexible
t,1,t,Hennepin,House,Entire home/apt,4,1,2,2,75,0,1,8,55,f,flexible
f,1,f,Hennepin,House,Private room,4,1.5,1,1,45,0,4,30,0,t,flexible
t,5,f,Hennepin,Condominium,Entire home/apt,2,1,1,1,85,0,2,1125,77,t,moderate
t,1,f,Washington,Farm stay,Entire home/apt,5,2,3,4,225,250,2,1125,10,t,moderate
t,4,f,Ramsey,House,Private room,2,1,1,1,57,200,1,30,81,t,moderate
f,2,t,Hennepin,House,Private room,2,1,1,1,57,200,2,7,0,f,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,1,89,0,1,1125,47,t,moderate
t,1,f,Hennepin,Condominium,Entire home/apt,6,1,2,2,120,250,1,28,39,f,moderate
t,5,t,Hennepin,House,Private room,1,1.5,1,1,30,,3,14,25,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,60,0,1,4,4,t,moderate
t,4,f,Ramsey,Guest suite,Private room,2,1,1,1,57,250,1,30,139,f,moderate
t,4,f,Ramsey,House,Entire home/apt,5,2,3,3,130,600,3,8,3,t,strict_14_with_grace_period
t,2,t,Hennepin,Guest suite,Entire home/apt,5,1,1,2,99,,1,90,98,f,moderate
f,2,f,Le Sueur,House,Private room,12,2,3,9,440,100,1,30,6,f,strict_14_with_grace_period
t,1,t,Hennepin,Barn,Entire home/apt,2,1,1,1,110,0,2,1125,37,f,moderate
t,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,49,300,2,1125,13,f,strict_14_with_grace_period
t,7,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,55,250,2,1125,37,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,3,3,4,250,975,3,6,3,f,moderate
f,1,t,Dakota,Boat,Entire home/apt,6,2,2,4,210,,2,10,2,f,flexible
f,1,t,Hennepin,House,Entire home/apt,5,2,0,2,97,,1,30,4,f,flexible
t,1,f,Pierce,Farm stay,Entire home/apt,12,1.5,4,6,225,,2,1125,18,t,flexible
t,2,t,Ramsey,House,Entire home/apt,8,1,3,4,115,250,1,1125,107,f,strict_14_with_grace_period
t,1,f,Ramsey,House,Private room,2,1,1,1,35,,1,1125,27,t,flexible
f,1,f,Ramsey,House,Entire home/apt,6,1,3,3,115,150,2,30,39,t,flexible
t,7,f,Hennepin,Apartment,Entire home/apt,2,1,1,2,89,300,2,14,63,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,129,0,3,1125,17,t,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,7,1,3,6,135,2000,3,27,21,f,strict_14_with_grace_period
f,7,f,Ramsey,House,Private room,4,2,1,1,49,100,1,1125,7,f,strict_14_with_grace_period
t,2,f,Mille Lacs,Townhouse,Entire home/apt,4,2.5,2,3,175,0,2,1125,18,t,strict_14_with_grace_period
t,5,f,Hennepin,Bungalow,Entire home/apt,9,2,3,4,145,150,2,365,37,t,moderate
f,6,f,Hennepin,Boutique hotel,Private room,2,1,1,1,75,,1,1125,29,t,flexible
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,110,300,1,1125,46,t,strict_14_with_grace_period
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,110,300,1,1125,61,t,strict_14_with_grace_period
t,4,t,Hennepin,House,Private room,2,1,1,1,30,,1,1125,46,f,flexible
f,1,t,Hennepin,House,Private room,2,1,1,2,45,0,4,30,8,f,moderate
t,3,f,Hennepin,House,Entire home/apt,4,1,2,2,129,100,1,89,75,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,150,,2,1125,23,f,moderate
f,1,f,Hennepin,Townhouse,Private room,1,1,1,1,27,0,1,7,27,t,strict_14_with_grace_period
t,5,f,Hennepin,House,Entire home/apt,3,1,1,2,95,100,3,90,19,t,moderate
t,3,t,Hennepin,House,Entire home/apt,4,2,2,2,199,,1,1125,1,t,flexible
t,2,f,Hennepin,House,Private room,2,1,1,1,40,,1,7,22,f,flexible
t,2,f,Carver,Guest suite,Private room,2,1,1,1,32,0,1,1125,59,t,flexible
t,8,f,Hennepin,House,Entire home/apt,8,2,3,4,115,100,28,1125,4,f,moderate
t,2,f,Ramsey,House,Entire home/apt,6,2,4,4,125,,2,5,19,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,95,300,2,150,13,f,moderate
t,22,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,89,0,2,1125,81,f,moderate
t,5,t,Ramsey,Bungalow,Entire home/apt,4,1,2,2,99,500,1,1125,34,f,flexible
f,1,f,Dakota,House,Private room,4,1,2,3,150,500,2,7,1,t,flexible
t,1,t,Dakota,House,Entire home/apt,10,3.5,4,6,350,0,2,14,18,f,flexible
t,1,t,Sherburne,Guesthouse,Entire home/apt,2,1,1,1,85,0,1,1125,39,t,moderate
t,1,f,Hennepin,Condominium,Entire home/apt,5,1.5,3,3,81,0,2,30,37,t,strict_14_with_grace_period
t,7,t,Hennepin,House,Private room,2,1,1,1,35,0,1,30,56,t,flexible
f,1,f,Hennepin,House,Entire home/apt,8,4.5,4,4,450,5000,7,45,0,t,flexible
t,2,t,Dakota,House,Entire home/apt,15,3.5,5,6,500,750,2,1125,12,t,moderate
t,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,92,0,2,1125,15,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,780,,1,7,0,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,1,2,2,160,100,3,1125,4,t,flexible
t,2,t,Washington,Apartment,Entire home/apt,3,1,1,2,160,400,1,29,36,f,strict_14_with_grace_period
t,1,f,Carver,Guest suite,Entire home/apt,2,1,1,2,45,0,2,14,61,t,moderate
t,8,f,Hennepin,House,Entire home/apt,6,1,2,3,100,100,6,1125,17,f,strict_14_with_grace_period
t,2,f,Hennepin,Apartment,Private room,2,1,1,1,49,100,1,5,37,t,flexible
t,26,f,Ramsey,Apartment,Entire home/apt,4,1,1,1,99,0,1,90,48,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,89,0,1,120,44,t,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,3,1,1,1,109,0,1,120,55,t,moderate
f,1,t,Hennepin,Townhouse,Entire home/apt,3,1,2,1,70,100,1,1125,1,f,flexible
f,78,f,Hennepin,Apartment,Entire home/apt,7,2,3,5,179,150,1,1125,82,t,strict_14_with_grace_period
f,15,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,75,0,1,1125,93,f,flexible
f,1,f,Hennepin,House,Private room,2,1,1,1,39,0,1,1125,39,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,159,0,3,1125,20,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,1,1,1,1,97,,1,1125,1,f,moderate
f,17,f,Hennepin,House,Entire home/apt,16,9,13,24,1295,0,1,1125,12,t,strict_14_with_grace_period
t,4,f,Hennepin,Townhouse,Entire home/apt,4,4,2,3,125,250,1,1125,51,f,moderate
f,1,f,Hennepin,House,Entire home/apt,4,1.5,2,2,95,200,30,1125,3,t,strict_14_with_grace_period
f,2,f,Hennepin,Apartment,Entire home/apt,8,1,3,3,90,100,2,1125,33,t,strict_14_with_grace_period
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,110,300,1,1124,71,t,strict_14_with_grace_period
f,1,f,Ramsey,Apartment,Private room,2,1,1,1,29,,1,4,5,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,4.5,4,4,690,5000,5,40,1,f,strict_14_with_grace_period
t,22,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,129,0,2,1125,62,f,moderate
t,1,f,Pierce,House,Entire home/apt,6,1.5,1,1,130,0,1,2,17,f,flexible
t,1,f,Ramsey,Apartment,Entire home/apt,4,2,2,2,125,500,1,21,30,f,moderate
t,1,t,Anoka,Apartment,Entire home/apt,8,2,2,2,80,0,2,1125,53,t,flexible
t,52,t,Hennepin,House,Entire home/apt,10,3.5,5,6,449,500,2,1125,10,f,moderate
f,1,f,Mille Lacs,House,Entire home/apt,8,2.5,4,5,175,500,2,14,5,t,strict_14_with_grace_period
t,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,75,0,2,1125,60,f,flexible
f,2,f,Wright,House,Private room,2,1,1,1,75,250,14,364,0,f,strict_14_with_grace_period
t,1,f,Hennepin,Apartment,Entire home/apt,6,1.5,3,4,200,0,1,29,81,f,moderate
f,1,f,Ramsey,Condominium,Private room,2,1,1,1,80,,1,1125,1,t,flexible
t,24,t,Hennepin,House,Private room,1,1,1,1,50,100,30,150,1,f,strict_14_with_grace_period
t,1,t,Dakota,Townhouse,Private room,2,1,1,1,65,0,1,90,1,f,strict_14_with_grace_period
f,2,f,Ramsey,Hostel,Private room,2,2,1,1,31,0,2,1125,13,f,moderate
t,5,f,Ramsey,Apartment,Entire home/apt,5,2,2,2,150,1000,2,31,14,f,flexible
f,17,f,Hennepin,House,Private room,4,1,1,3,90,0,1,1125,4,f,strict_14_with_grace_period
t,28,f,Hennepin,House,Entire home/apt,12,1,3,5,344,250,3,30,25,t,flexible
f,17,f,Hennepin,House,Private room,4,1,1,3,80,0,1,1125,5,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,75,0,1,1125,12,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,4,1,1,2,80,0,1,1125,7,f,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,1,1,0,1,60,,14,14,1,t,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,15,2,4,8,299,0,1,1125,60,t,moderate
t,1,f,Pierce,Guest suite,Entire home/apt,2,1,1,1,50,100,1,30,13,f,moderate
f,2,f,Ramsey,House,Private room,2,2,1,1,31,,2,1125,34,t,moderate
t,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,70,0,2,1125,51,t,moderate
f,17,f,Hennepin,House,Private room,4,1,1,2,75,0,1,1125,10,f,strict_14_with_grace_period
f,41,f,Anoka,Apartment,Entire home/apt,10,1,3,3,139,300,2,365,1,f,moderate
t,3,f,Wright,House,Entire home/apt,4,2,3,0,150,150,7,180,1,t,flexible
t,2,t,Ramsey,House,Entire home/apt,6,1,2,3,50,0,1,21,8,t,strict_14_with_grace_period
t,3,t,Ramsey,Apartment,Entire home/apt,2,1,0,1,50,,3,28,58,f,strict_14_with_grace_period
f,1,f,Washington,Townhouse,Entire home/apt,4,1.5,2,2,83,0,2,180,26,f,moderate
f,17,f,Hennepin,House,Private room,4,1,1,3,55,0,1,1125,11,f,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Private room,3,1,1,2,69,,1,1125,125,f,moderate
f,17,f,Hennepin,House,Entire home/apt,16,7,9,18,995,0,1,1125,2,t,strict_14_with_grace_period
f,1,f,Wright,House,Entire home/apt,5,3,4,5,99,300,1,4,18,f,moderate
f,9,t,Ramsey,Apartment,Entire home/apt,4,1.5,1,2,99,200,1,1125,30,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,55,0,1,1125,3,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Entire home/apt,16,6,10,18,695,0,1,1125,15,t,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Entire home/apt,3,1,1,2,80,0,2,1125,31,f,moderate
f,1,t,Hennepin,Condominium,Private room,2,1,1,1,70,,2,1125,20,t,strict_14_with_grace_period
t,1,t,Ramsey,House,Private room,2,1,1,1,40,0,1,120,66,f,moderate
f,9,t,Ramsey,House,Private room,1,1.5,1,1,99,,1,1125,0,f,flexible
f,41,f,Hennepin,House,Entire home/apt,16,2,5,10,249,500,2,366,1,f,moderate
f,17,f,Hennepin,House,Private room,2,1,1,1,55,0,1,1125,7,f,strict_14_with_grace_period
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,129,0,3,1125,13,t,strict_14_with_grace_period
f,41,f,Hennepin,Townhouse,Entire home/apt,16,2,4,8,199,300,2,366,9,f,moderate
f,41,f,Anoka,Apartment,Entire home/apt,4,1,1,2,94,200,2,366,1,t,moderate
f,17,f,Hennepin,House,Private room,2,1,1,1,55,0,1,1125,15,f,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,85,125,2,13,12,t,strict_14_with_grace_period
f,3,f,St. Croix,Bed and breakfast,Hotel room,2,1,1,1,145,0,1,14,2,t,strict_14_with_grace_period
f,3,f,St. Croix,Bed and breakfast,Hotel room,3,1,1,1,155,0,1,14,1,t,strict_14_with_grace_period
f,3,f,St. Croix,Guest suite,Private room,4,1,0,1,65,0,2,28,5,t,strict_14_with_grace_period
t,3,t,Hennepin,House,Private room,4,1.5,1,3,68,0,2,1125,18,f,moderate
t,0,f,Washington,Townhouse,Private room,2,1,1,1,58,0,2,5,9,f,moderate
t,2,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,115,100,2,27,70,t,flexible
f,17,f,Hennepin,House,Private room,4,1,1,2,65,0,1,1125,9,f,strict_14_with_grace_period
t,4,t,Hennepin,House,Entire home/apt,5,1,2,2,100,0,2,30,72,f,strict_14_with_grace_period
f,1,f,Hennepin,Condominium,Entire home/apt,3,1,1,4,225,500,14,182,0,f,flexible
f,17,f,Hennepin,House,Private room,10,3,3,4,280,0,1,1125,12,f,strict_14_with_grace_period
t,7,t,Hennepin,House,Private room,2,1,1,1,45,0,1,14,61,t,flexible
f,17,f,Hennepin,House,Entire home/apt,16,4,6,14,595,0,1,1125,15,t,strict_14_with_grace_period
t,6,f,Ramsey,Bed and breakfast,Private room,4,1,1,0,250,1500,1,365,0,t,super_strict_30
t,6,f,Ramsey,Bed and breakfast,Private room,2,1,1,0,250,1500,1,365,0,t,super_strict_30
t,6,f,Ramsey,Bed and breakfast,Private room,4,0,1,3,250,1500,1,365,0,t,super_strict_30
t,2,f,Hennepin,House,Private room,2,1.5,1,1,69,0,2,1078,3,t,moderate
f,0,t,Hennepin,House,Private room,2,1,2,2,90,0,2,1125,3,f,moderate
t,4,f,Hennepin,House,Entire home/apt,3,1,1,2,100,150,2,1125,24,f,moderate
f,9,f,Hennepin,Condominium,Entire home/apt,6,1,1,3,110,300,1,1125,56,t,strict_14_with_grace_period
t,24,t,Ramsey,Condominium,Entire home/apt,6,1,2,2,199,100,1,90,26,t,moderate
t,3,f,Ramsey,House,Entire home/apt,10,2,4,6,329,150,1,20,53,f,moderate
t,7,t,Hennepin,House,Private room,2,1,1,1,30,0,1,90,101,t,moderate
f,7,f,Ramsey,House,Private room,4,2,2,1,49,150,1,1125,13,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,50,0,1,1125,1,f,strict_14_with_grace_period
f,17,f,Hennepin,House,Private room,2,1,1,1,41,0,1,1125,16,f,strict_14_with_grace_period
t,7,f,Hennepin,House,Private room,2,1.5,1,1,40,0,1,1125,53,t,moderate
t,2,f,Carver,House,Private room,2,1,1,1,45,0,1,1125,37,f,flexible
f,1,f,Anoka,House,Entire home/apt,9,3.5,5,5,550,0,3,14,0,t,flexible
f,1,f,Washington,House,Entire home/apt,13,2.5,6,8,1500,2000,2,30,0,t,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,100,,7,1125,1,f,flexible
f,1,f,Scott,Townhouse,Private room,1,1,1,1,35,,1,3,0,f,flexible
t,7,f,Hennepin,House,Private room,2,1.5,1,1,40,0,1,1125,75,t,moderate
t,24,t,Hennepin,Apartment,Entire home/apt,1,1,1,1,60,100,30,360,4,f,strict_14_with_grace_period
f,1,f,Sherburne,Guest suite,Private room,2,1,1,1,50,,3,30,0,f,flexible
t,7,t,Hennepin,House,Entire home/apt,9,1,4,4,85,100,2,29,12,t,moderate
t,6,t,Hennepin,House,Entire home/apt,12,2,4,5,275,300,2,1000,29,t,strict_14_with_grace_period
t,7,t,Hennepin,House,Private room,3,1,1,1,35,0,1,100,147,t,moderate
t,7,t,Hennepin,House,Private room,3,1,1,1,35,0,1,100,103,t,moderate
t,7,f,Hennepin,House,Entire home/apt,10,1.5,5,5,350,0,2,1125,28,t,strict_14_with_grace_period
t,52,t,Hennepin,House,Entire home/apt,4,1,2,2,149,100,2,1125,15,f,moderate
t,52,t,Hennepin,House,Entire home/apt,5,1,2,3,109,150,2,1125,13,t,moderate
t,7,f,Hennepin,House,Private room,2,1.5,1,1,40,0,1,1125,70,t,moderate
f,2,f,Ramsey,House,Private room,2,1,1,1,27,,2,1125,17,t,moderate
t,2,f,Chisago,House,Private room,2,1,1,1,43,0,1,90,34,t,flexible
f,1,f,Hennepin,House,Private room,2,1,1,1,50,0,1,2,8,t,flexible
t,4,t,Hennepin,House,Private room,2,1,1,1,31,,1,1125,15,f,flexible
t,3,t,Hennepin,House,Entire home/apt,5,2,2,3,188,400,2,1125,1,f,moderate
t,2,f,Hennepin,House,Private room,10,1,1,2,38,300,1,90,22,f,moderate
t,7,f,Hennepin,House,Private room,2,1.5,1,1,50,0,1,1125,56,t,moderate
t,7,f,Hennepin,House,Private room,2,1.5,1,1,40,0,1,1125,57,t,moderate
f,1,f,Hennepin,Guesthouse,Entire home/apt,4,1,1,3,225,300,2,1125,27,t,flexible
f,9,t,Ramsey,Apartment,Entire home/apt,6,3,2,4,300,,1,1125,0,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,2,2,100,0,1,1125,3,f,flexible
t,24,t,Hennepin,House,Entire home/apt,8,4,4,5,149,500,30,1125,1,f,strict_14_with_grace_period
t,1,f,Hennepin,Guesthouse,Entire home/apt,4,1,1,2,150,300,1,1125,41,f,moderate
f,78,f,Hennepin,Apartment,Entire home/apt,6,1,2,5,179,200,1,1125,53,t,strict_14_with_grace_period
t,1,f,Mille Lacs,House,Entire home/apt,8,2,3,5,200,,2,1125,8,f,flexible
f,2,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,109,1000,4,1125,11,t,flexible
t,1,f,Hennepin,Condominium,Private room,3,1,1,1,30,,3,1125,41,t,moderate
t,2,t,Hennepin,House,Private room,2,1,1,1,21,,2,1125,49,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2,3,3,225,,2,30,13,t,moderate
t,1,t,Hennepin,House,Entire home/apt,5,1,2,2,74,,2,1125,22,t,moderate
t,2,f,Hennepin,Guest suite,Entire home/apt,4,1,2,2,110,0,2,1125,32,f,moderate
t,48,t,Hennepin,House,Private room,2,1,1,1,35,0,1,28,34,t,moderate
t,48,t,Hennepin,House,Private room,2,1,1,1,49,0,1,28,29,t,moderate
t,48,t,Hennepin,House,Private room,2,1,1,1,49,0,1,28,40,t,moderate
t,48,t,Hennepin,House,Private room,2,1.5,1,1,49,0,1,28,54,t,moderate
t,1,t,Hennepin,House,Entire home/apt,6,2,3,4,90,500,2,31,42,f,moderate
f,0,f,Ramsey,Bungalow,Entire home/apt,8,2,3,3,189,500,1,1125,1,t,strict_14_with_grace_period
t,1,t,Hennepin,Guesthouse,Entire home/apt,3,1,0,2,75,0,3,1125,15,f,strict_14_with_grace_period
f,5,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,125,0,2,1125,13,f,flexible
f,1,f,Washington,House,Entire home/apt,6,1,2,3,119,0,2,1125,12,t,moderate
t,1,f,Ramsey,House,Entire home/apt,5,1,2,3,85,0,2,60,51,f,moderate
f,41,f,Hennepin,Apartment,Entire home/apt,4,1,1,1,99,100,2,366,1,t,flexible
f,41,f,Hennepin,Apartment,Entire home/apt,10,1,3,5,295,300,2,366,3,f,flexible
t,1,f,Ramsey,House,Entire home/apt,5,2,3,3,220,200,2,32,23,t,flexible
t,7,f,Hennepin,Apartment,Entire home/apt,4,2,2,2,165,500,2,14,35,t,strict_14_with_grace_period
t,4,f,Hennepin,Apartment,Entire home/apt,6,1,2,3,108,200,1,1125,71,f,moderate
t,1,f,Scott,House,Entire home/apt,8,2.5,3,3,130,250,50,1125,9,f,moderate
f,1,f,Hennepin,Apartment,Private room,1,1,1,1,100,,1,1125,1,f,flexible
f,3,t,Dakota,House,Private room,1,1.5,1,1,40,0,2,1125,4,t,strict_14_with_grace_period
t,2,f,Hennepin,House,Entire home/apt,6,1,2,3,116,0,2,30,26,f,flexible
t,1,t,Ramsey,House,Private room,2,1,1,1,60,0,1,1125,42,t,flexible
f,3,t,Ramsey,House,Entire home/apt,8,1,2,5,99,200,2,1125,18,t,flexible
t,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,85,,1,1125,18,f,moderate
t,2,t,Ramsey,House,Entire home/apt,4,1,2,2,99,1000,1,1125,38,f,moderate
t,7,t,Hennepin,House,Private room,3,1,1,1,35,0,1,100,106,t,moderate
t,4,f,Hennepin,Apartment,Entire home/apt,6,1,2,2,158,300,1,28,15,t,moderate
t,1,f,Le Sueur,Cabin,Entire home/apt,6,1,2,4,125,500,2,30,30,t,moderate
t,1,f,Anoka,House,Entire home/apt,10,2.5,3,5,150,300,2,1125,21,t,flexible
t,1,f,Hennepin,House,Private room,2,1,1,1,35,0,2,31,12,f,moderate
f,2,f,Hennepin,Apartment,Entire home/apt,8,1,3,3,103,100,1,1125,15,t,strict_14_with_grace_period
f,9,t,Hennepin,Apartment,Entire home/apt,5,1,2,3,66,150,28,1125,11,t,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,59,,1,1125,2,t,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,90,1000,1,3,1,f,flexible
f,1,f,Carver,House,Entire home/apt,14,4,4,4,68,300,2,15,35,f,moderate
t,1,f,Hennepin,House,Private room,1,1.5,1,1,55,200,1,7,22,t,flexible
t,4,t,Hennepin,House,Entire home/apt,8,1.5,3,4,119,0,2,1125,56,f,moderate
