host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy
f,9,t,Hennepin,Apartment,Entire home/apt,4,1,2,3,83,150,28,1125,17,t,moderate
t,2,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,50,500,1,1125,108,f,moderate
t,1,f,Ramsey,House,Entire home/apt,8,1,2,4,75,0,1,1125,38,t,flexible
t,1,t,Hennepin,House,Private room,3,1,2,2,90,,1,1125,34,f,moderate
t,2,t,Hennepin,Townhouse,Entire home/apt,4,1,2,2,49,100,2,1125,6,f,strict_14_with_grace_period
t,2,f,Carver,House,Entire home/apt,12,3.5,5,6,200,500,2,31,30,f,moderate
f,1,f,Ramsey,House,Entire home/apt,4,2,2,2,100,0,5,1125,4,t,strict_14_with_grace_period
t,1,f,Ramsey,House,Private room,2,2,1,1,45,0,1,5,30,t,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,4,2,2,2,125,,2,30,0,t,flexible
f,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,55,0,1,20,51,f,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,45,,45,90,0,t,strict_14_with_grace_period
t,2,t,Hennepin,Townhouse,Private room,3,1,1,2,36,0,2,180,19,f,moderate
t,7,t,Hennepin,Apartment,Entire home/apt,4,1,0,2,75,250,2,1125,48,f,moderate
f,1,f,Dakota,House,Entire home/apt,8,2,4,14,150,,2,4,7,f,moderate
f,41,f,Hennepin,Apartment,Entire home/apt,6,1,2,1,139,300,2,366,1,f,moderate
f,17,f,Hennepin,Townhouse,Entire home/apt,12,1,3,5,350,300,3,1125,12,f,moderate
f,1,f,Hennepin,Apartment,Private room,1,1,1,1,33,800,30,1125,1,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,2,1,1,2,40,,1,1125,9,t,flexible
t,1,f,Dakota,House,Private room,2,1,1,1,33,0,2,1125,72,t,flexible
t,2,f,Hennepin,Condominium,Private room,1,1,1,1,35,,7,150,1,f,strict_14_with_grace_period
t,1,f,Hennepin,Bungalow,Entire home/apt,5,1,2,3,80,1000,2,1125,50,t,flexible
t,2,t,Dakota,Apartment,Entire home/apt,2,1,1,1,95,,3,30,5,f,moderate
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,2,99,250,3,28,48,t,moderate
t,1,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,38,,6,100,3,f,moderate
t,36,t,Ramsey,House,Private room,1,2,1,1,29,150,30,365,3,f,strict_14_with_grace_period
f,1,t,Hennepin,Condominium,Entire home/apt,3,1,1,1,200,200,3,1125,0,t,flexible
f,17,f,Hennepin,House,Entire home/apt,12,2,3,6,175,300,3,1125,16,f,moderate
f,17,f,Anoka,House,Entire home/apt,11,1,3,5,200,300,3,1125,3,f,moderate
f,17,f,Hennepin,House,Entire home/apt,12,2,3,5,120,300,3,1125,9,f,moderate
t,52,t,Hennepin,House,Entire home/apt,3,1,1,1,109,100,2,1125,21,t,moderate
t,7,t,Hennepin,Apartment,Entire home/apt,7,1,2,3,91,250,2,1125,27,f,moderate
t,1,t,Hennepin,House,Entire home/apt,6,1.5,2,2,85,0,1,7,9,t,flexible
t,52,t,Hennepin,House,Entire home/apt,12,4,4,6,679,500,4,1125,3,f,moderate
t,1,t,Hennepin,Bungalow,Entire home/apt,2,2,1,1,59,300,2,1125,61,f,flexible
t,1,f,Hennepin,House,Entire home/apt,4,1,1,1,77,0,1,1125,33,f,moderate
t,52,t,Hennepin,House,Entire home/apt,10,3,5,5,449,500,2,1125,9,f,moderate
f,2,f,Hennepin,House,Private room,2,1,1,1,75,400,1,7,0,f,moderate
f,1,f,Hennepin,Loft,Entire home/apt,3,1,1,1,100,,2,1125,8,t,flexible
t,1,f,St. Croix,Cabin,Entire home/apt,8,2,3,4,325,500,2,1125,10,f,strict_14_with_grace_period
t,3,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,68,0,1,1125,102,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,1,2,1,82,500,2,60,2,f,flexible
t,1,f,Washington,Cottage,Entire home/apt,7,1,2,4,125,0,2,21,44,t,moderate
t,36,t,Ramsey,House,Private room,1,2,1,1,32,150,14,365,1,t,strict_14_with_grace_period
t,36,t,Ramsey,House,Private room,1,2,1,1,29,150,14,365,4,f,strict_14_with_grace_period
f,3,f,Hennepin,Guest suite,Entire home/apt,3,1,2,2,79,0,2,1125,0,f,flexible
f,3,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,59,0,2,1125,1,f,flexible
f,2,f,Hennepin,Townhouse,Entire home/apt,7,1.5,2,4,100,300,30,120,1,t,moderate
t,4,t,Washington,Apartment,Entire home/apt,6,1,2,5,99,600,30,30,14,f,strict_14_with_grace_period
t,2,f,Chisago,House,Private room,2,1,1,1,43,0,1,90,20,t,flexible
t,3,f,Anoka,House,Entire home/apt,14,2,5,6,350,1000,2,21,20,t,moderate
t,0,f,Anoka,Guest suite,Entire home/apt,4,1,1,1,65,100,2,30,15,t,flexible
t,2,t,Hennepin,House,Entire home/apt,8,2,4,4,239,1000,2,1125,26,f,strict_14_with_grace_period
t,2,t,Ramsey,House,Private room,1,1,1,1,27,,1,14,9,t,flexible
f,31,f,Hennepin,Apartment,Entire home/apt,4,1,1,3,48,200,2,365,14,f,moderate
t,1,f,Hennepin,House,Entire home/apt,4,1,2,3,99,0,1,1125,44,t,flexible
f,5,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,175,100,2,1125,4,f,flexible
t,52,t,Hennepin,House,Entire home/apt,3,1,1,1,109,150,2,1125,12,f,moderate
t,1,f,Hennepin,House,Private room,3,1,1,1,30,,1,1125,71,t,flexible
t,3,f,Pierce,House,Entire home/apt,16,2.5,4,12,550,500,2,14,4,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Private room,2,1,1,1,28,0,2,9,26,f,strict_14_with_grace_period
f,31,f,Hennepin,Apartment,Entire home/apt,10,2,6,10,590,500,2,365,0,f,moderate
t,6,t,Hennepin,House,Private room,2,1,1,1,45,0,1,20,50,f,flexible
t,1,f,Mille Lacs,House,Entire home/apt,8,3.5,4,5,225,100,1,1125,61,t,moderate
f,14,t,Hennepin,House,Entire home/apt,8,1,2,7,165,300,2,120,27,t,moderate
t,7,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,68,500,90,360,0,f,strict_14_with_grace_period
t,7,f,Hennepin,House,Entire home/apt,2,1,1,2,139,200,60,360,2,f,strict_14_with_grace_period
t,1,f,Anoka,Apartment,Entire home/apt,4,1,1,3,99,0,1,1125,62,t,strict_14_with_grace_period
f,2,t,Hennepin,House,Private room,2,2,1,1,40,0,2,14,11,t,flexible
f,31,f,Anoka,Apartment,Entire home/apt,10,1,3,6,140,300,2,365,3,f,moderate
f,3,f,Hennepin,House,Private room,2,1,1,1,40,0,1,12,3,t,flexible
f,1,f,Chisago,House,Entire home/apt,10,2,3,3,300,0,3,30,2,t,flexible
f,2,f,Hennepin,House,Private room,2,1,1,1,21,0,2,75,48,t,flexible
f,2,t,Mille Lacs,House,Entire home/apt,7,1.5,3,3,107,250,3,14,7,f,strict_14_with_grace_period
f,1,f,Sherburne,Apartment,Entire home/apt,2,1,1,1,50,,2,1125,6,f,moderate
t,5,t,Hennepin,House,Private room,2,2,1,1,29,0,1,5,125,t,moderate
t,5,t,Hennepin,House,Private room,2,2,1,1,29,0,1,5,86,t,moderate
t,5,t,Hennepin,House,Private room,2,2,1,1,29,0,1,5,90,t,moderate
t,5,t,Hennepin,House,Private room,2,2,1,1,29,0,1,5,86,t,moderate
f,0,f,Ramsey,House,Entire home/apt,4,1,2,2,90,100,1,1125,7,f,moderate
f,9,t,Hennepin,Apartment,Private room,2,1,1,1,38,,2,10,10,t,strict_14_with_grace_period
f,9,t,Hennepin,Apartment,Private room,1,1,1,1,29,,2,10,7,t,strict_14_with_grace_period
f,17,f,Hennepin,House,Entire home/apt,12,2,3,8,125,500,3,1125,24,f,moderate
f,78,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,95,250,1,29,26,f,flexible
f,78,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,95,250,1,29,20,f,flexible
f,78,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,95,250,1,29,38,f,flexible
f,78,t,Hennepin,Apartment,Entire home/apt,4,1,1,1,95,250,1,29,23,f,flexible
f,31,f,Hennepin,Apartment,Entire home/apt,16,2,5,10,328,500,2,365,0,f,moderate
t,22,t,Hennepin,Apartment,Entire home/apt,3,1,1,2,79,0,2,1125,72,f,moderate
t,7,t,Hennepin,Condominium,Entire home/apt,2,1,1,1,75,300,4,60,43,f,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,999,0,2,1125,2,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,999,0,2,1125,4,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,999,0,2,1125,3,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,999,0,2,1125,6,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,999,0,2,1125,6,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,999,0,2,1125,6,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,999,0,2,1125,1,t,strict_14_with_grace_period
f,31,f,Hennepin,Apartment,Entire home/apt,10,1,3,5,129,300,2,365,7,f,moderate
f,1812,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,999,0,2,1125,1,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,999,0,2,1125,2,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,999,0,2,1125,0,t,strict_14_with_grace_period
f,31,f,Hennepin,Apartment,Entire home/apt,6,1,2,5,81,300,2,365,16,f,moderate
f,31,f,Hennepin,Townhouse,Entire home/apt,10,1,3,9,113,300,2,365,1,f,moderate
f,31,f,Hennepin,House,Entire home/apt,8,1,2,6,199,300,2,365,0,f,moderate
f,1,f,Pierce,Apartment,Entire home/apt,8,1.5,3,4,125,0,1,14,18,t,moderate
f,3,f,Hennepin,House,Entire home/apt,4,2.5,4,5,4000,,5,12,0,t,strict_14_with_grace_period
f,31,f,Hennepin,Apartment,Entire home/apt,8,1,2,5,120,400,2,365,5,f,moderate
f,1,f,Washington,Townhouse,Entire home/apt,6,2,3,2,75,100,2,30,11,f,flexible
f,2,t,Hennepin,Apartment,Entire home/apt,1,1,1,1,175,,3,6,0,f,moderate
t,4,t,Hennepin,House,Private room,2,1.5,1,1,90,,2,1125,12,t,flexible
t,24,t,Ramsey,Apartment,Entire home/apt,4,1,2,2,129,300,4,120,2,f,strict_14_with_grace_period
t,2,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,125,0,1,10,9,f,flexible
t,60,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,107,400,2,1125,14,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,107,400,2,1125,3,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,89,400,2,1125,10,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,96,400,2,1125,13,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,98,400,2,1125,18,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,400,2,1125,4,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,107,400,2,1125,2,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,107,400,2,1125,3,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,101,400,2,1125,1,t,strict_14_with_grace_period
f,1,f,Scott,House,Private room,2,1.5,1,1,55,0,1,3,3,f,flexible
t,15,t,Hennepin,Condominium,Entire home/apt,4,2,2,2,120,,3,1125,2,f,flexible
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,85,400,2,1125,3,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,400,2,1125,4,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,400,2,1125,21,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,98,400,2,1125,4,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,97,400,2,1125,8,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,98,400,2,1125,3,t,strict_14_with_grace_period
t,60,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,400,2,1125,6,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Private room,2,1,1,1,21,0,1,75,96,t,flexible
t,2,f,Hennepin,House,Entire home/apt,6,1,3,3,150,300,2,1125,37,f,moderate
t,15,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,109,,3,90,2,f,moderate
f,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,50,0,2,15,12,f,flexible
t,5,f,Hennepin,House,Entire home/apt,4,1,1,1,72,100,2,80,59,f,moderate
t,15,t,Hennepin,Condominium,Entire home/apt,4,2,2,2,120,,3,1125,4,f,flexible
t,1,f,Ramsey,House,Entire home/apt,7,2,3,4,95,150,2,31,28,f,flexible
f,1,f,Carver,House,Entire home/apt,10,3.5,4,5,495,0,5,1125,3,t,strict_14_with_grace_period
f,1,f,Washington,Guesthouse,Entire home/apt,7,1,3,5,250,350,2,1125,8,t,moderate
t,5,f,Hennepin,Guest suite,Entire home/apt,6,1,3,3,130,150,3,80,16,f,moderate
f,1,f,Hennepin,House,Entire home/apt,9,3,4,5,275,200,3,1125,4,f,strict_14_with_grace_period
t,7,t,Hennepin,Apartment,Private room,3,1,1,1,35,0,1,100,100,t,moderate
f,5,f,Ramsey,Apartment,Private room,2,1,1,1,299,,7,9,0,f,flexible
t,4,t,Hennepin,House,Private room,2,1.5,1,1,60,,2,1125,4,t,flexible
f,1,f,Hennepin,House,Entire home/apt,9,2,3,8,175,250,2,1125,2,f,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,110,0,2,15,33,f,moderate
t,1,f,Hennepin,House,Entire home/apt,10,2,4,5,200,1000,3,30,22,f,moderate
t,1,f,Hennepin,House,Private room,2,1,1,1,36,150,2,1125,20,t,moderate
t,1,t,Ramsey,Apartment,Entire home/apt,3,1,1,1,50,0,2,1125,24,t,moderate
t,2,f,Hennepin,Apartment,Entire home/apt,6,1,3,3,159,0,1,1125,59,f,moderate
f,1,f,Hennepin,Guest suite,Entire home/apt,5,1,2,2,49,100,1,30,29,t,flexible
f,1,f,Wright,House,Entire home/apt,8,2.5,4,5,315,150,2,31,4,t,strict_14_with_grace_period
f,4,f,Dakota,House,Private room,1,1,1,1,29,200,1,1125,9,t,flexible
f,1,f,Hennepin,House,Entire home/apt,4,2,2,2,179,0,3,1125,1,t,strict_14_with_grace_period
f,2,f,Le Sueur,House,Entire home/apt,16,4,5,11,825,1200,2,30,0,f,strict_14_with_grace_period
t,7,t,Hennepin,House,Entire home/apt,11,1,4,5,125,0,1,29,20,t,moderate
t,1,f,Ramsey,House,Private room,2,1,1,1,93,0,2,1125,4,t,moderate
f,2,f,Hennepin,Apartment,Entire home/apt,10,1,3,5,250,0,3,5,1,t,moderate
f,1,f,Hennepin,Apartment,Private room,1,1,1,1,50,100,7,1125,5,f,strict_14_with_grace_period
f,1,f,Washington,Guesthouse,Entire home/apt,7,2,3,4,150,1500,30,1125,2,f,moderate
t,1,f,Hennepin,House,Entire home/apt,8,1,3,3,159,250,2,14,9,f,moderate
t,4,f,Hennepin,House,Private room,2,1,1,1,39,0,1,20,24,f,strict_14_with_grace_period
t,4,f,Hennepin,House,Private room,2,1,1,1,39,0,1,20,40,f,strict_14_with_grace_period
t,1,f,Dakota,House,Entire home/apt,16,3,5,12,221,500,3,60,23,t,strict_14_with_grace_period
t,3,f,Hennepin,House,Entire home/apt,11,2,3,6,150,100,1,1125,29,f,moderate
f,1,t,Hennepin,House,Entire home/apt,3,1,2,2,71,,1,8,22,f,strict_14_with_grace_period
f,375,f,Ramsey,House,Entire home/apt,16,3,4,5,900,,2,1125,1,t,strict_14_with_grace_period
f,6,t,Hennepin,Cottage,Entire home/apt,8,1.5,3,3,135,200,2,1125,15,t,moderate
f,375,f,Ramsey,Apartment,Entire home/apt,6,1,1,1,225,,2,1125,1,t,strict_14_with_grace_period
f,6,f,Hennepin,Boutique hotel,Private room,2,1.5,1,1,40,,1,1125,4,f,strict_14_with_grace_period
t,1,f,Hennepin,House,Private room,2,1,1,2,30,0,1,30,67,f,flexible
t,1,f,Hennepin,House,Entire home/apt,4,2.5,2,2,125,125,2,14,25,t,strict_14_with_grace_period
f,1,f,Ramsey,House,Entire home/apt,8,2,3,4,285,250,3,1125,6,f,moderate
t,2,t,Carver,House,Private room,2,1.5,1,1,35,0,2,30,19,f,strict_14_with_grace_period
f,1,t,Pierce,House,Entire home/apt,8,3.5,4,4,269,,2,1125,6,t,moderate
t,24,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,59,300,30,250,0,t,strict_14_with_grace_period
f,1,f,Hennepin,Bed and breakfast,Private room,2,1,1,1,50,,1,31,7,f,flexible
t,3,f,Hennepin,Apartment,Entire home/apt,7,1,1,4,200,150,1,1125,27,t,moderate
f,5,f,Hennepin,House,Entire home/apt,16,3,5,10,350,400,1,61,11,t,moderate
t,13,t,Ramsey,House,Entire home/apt,12,4.5,6,6,850,1500,3,1125,3,f,strict_14_with_grace_period
f,31,f,Hennepin,House,Entire home/apt,8,1,3,1,99,400,2,366,1,f,flexible
f,31,f,Hennepin,House,Entire home/apt,10,1,3,10,99,300,2,366,2,f,flexible
f,31,f,Hennepin,House,Entire home/apt,16,5,11,18,637,900,2,366,0,f,flexible
f,31,f,Hennepin,Apartment,Entire home/apt,10,1,3,6,249,400,2,366,2,f,flexible
f,31,f,Hennepin,Apartment,Entire home/apt,16,2,5,10,249,500,2,366,1,f,flexible
f,31,f,Hennepin,House,Entire home/apt,16,3,7,14,438,700,2,366,0,f,flexible
f,1,f,Hennepin,Guest suite,Entire home/apt,6,1,3,3,73,0,1,365,10,t,moderate
t,3,f,Ramsey,House,Entire home/apt,6,2.5,2,3,239,200,2,1125,9,f,moderate
t,2,t,Hennepin,Apartment,Entire home/apt,10,2,3,4,2000,,2,30,1,f,flexible
f,1,f,Ramsey,Townhouse,Private room,2,2.5,1,1,55,0,2,16,16,t,moderate
f,12,f,Hennepin,Townhouse,Entire home/apt,14,1.5,4,7,135,0,1,365,15,t,strict_14_with_grace_period
f,2,f,Washington,House,Entire home/apt,8,2.5,4,4,93,500,2,1125,30,t,flexible
t,15,t,Ramsey,Apartment,Entire home/apt,4,2,2,2,150,,2,30,2,f,flexible
f,1,f,Dakota,Townhouse,Entire home/apt,6,1.5,2,2,86,,2,1125,4,f,moderate
f,1,f,Ramsey,House,Private room,2,1,1,1,49,,1,10,5,f,flexible
t,1,f,Ramsey,Apartment,Entire home/apt,4,1,2,2,110,750,1,30,24,f,moderate
t,2,f,Hennepin,House,Private room,2,1,1,1,37,0,3,180,6,t,strict_14_with_grace_period
t,1,f,Ramsey,Condominium,Private room,1,1,1,1,55,200,1,14,31,t,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,5,1,1,1,200,,2,1125,2,t,flexible
t,3,f,Hennepin,Condominium,Entire home/apt,2,1,0,1,195,1000,30,1125,1,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,4,1,2,2,129,500,1,1125,15,f,strict_14_with_grace_period
f,2,f,Hennepin,House,Private room,2,1,1,1,59,0,1,1125,0,f,flexible
f,375,f,Anoka,House,Entire home/apt,12,4,4,4,1185,,2,1125,4,t,strict_14_with_grace_period
f,4,f,Hennepin,Apartment,Entire home/apt,10,1,2,4,98,200,1,1125,40,t,flexible
t,3,f,Ramsey,Apartment,Entire home/apt,4,1,1,2,200,150,1,1125,32,t,moderate
f,7,f,Hennepin,Bed and breakfast,Private room,16,2,8,14,275,0,2,1125,12,f,strict_14_with_grace_period
t,7,f,Hennepin,Apartment,Entire home/apt,4,2,2,2,225,500,2,14,25,f,strict_14_with_grace_period
t,7,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,79,300,2,14,49,f,strict_14_with_grace_period
t,3,f,Ramsey,Apartment,Entire home/apt,5,1.5,1,3,200,150,1,1125,36,f,moderate
f,1,f,Anoka,House,Private room,2,1,1,1,50,,2,1125,0,f,flexible
t,3,f,Sherburne,Apartment,Entire home/apt,4,1,2,2,110,200,2,120,8,t,strict_14_with_grace_period
f,2,f,Hennepin,Condominium,Entire home/apt,4,1,2,2,519,0,1,3,1,t,flexible
t,1,t,Ramsey,House,Entire home/apt,5,1,3,3,124,0,1,1125,19,t,strict_14_with_grace_period
t,1,f,Hennepin,Condominium,Entire home/apt,3,1.5,1,1,90,0,1,28,16,t,flexible
t,2,t,Anoka,House,Entire home/apt,10,2.5,5,4,200,1500,3,12,13,f,moderate
t,3,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,68,0,1,1125,83,t,moderate
t,7,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,69,300,2,14,40,t,moderate
t,2,f,Anoka,House,Private room,2,1,1,1,50,200,3,180,11,t,moderate
f,1,f,Ramsey,Apartment,Private room,4,1,1,2,100,,1,14,22,f,flexible
f,1,f,Hennepin,Condominium,Entire home/apt,2,2,2,1,60,0,1,1125,3,t,flexible
f,1,f,Hennepin,Townhouse,Shared room,2,1,1,1,69,0,1,7,3,t,flexible
f,1,f,Hennepin,House,Private room,4,1,1,1,50,200,1,6,7,f,flexible
t,3,f,Anoka,House,Private room,2,1,1,1,45,250,1,1125,13,t,flexible
t,3,f,Anoka,House,Private room,2,1,1,1,45,,1,1125,25,t,flexible
f,2,f,Hennepin,House,Private room,4,1,1,1,50,0,2,1125,21,t,flexible
f,1812,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,999,0,2,1125,0,t,strict_14_with_grace_period
t,2,f,Anoka,House,Private room,2,1,1,1,55,200,3,180,11,t,moderate
t,1,f,Washington,House,Entire home/apt,8,2,3,4,125,400,2,1125,26,t,moderate
t,28,f,Hennepin,House,Entire home/apt,12,1,3,7,450,300,3,30,13,t,flexible
f,375,f,Hennepin,Apartment,Entire home/apt,3,1,1,1,220,,2,1125,1,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,1,1,1,1,25,,90,91,0,t,flexible
f,2,f,Ramsey,House,Private room,2,1,1,1,35,0,1,1125,3,t,flexible
t,1,t,Hennepin,House,Private room,2,1,1,1,49,,1,365,57,t,flexible
t,5,f,Hennepin,House,Entire home/apt,8,1.5,3,3,130,300,3,12,8,f,moderate
f,1,f,Hennepin,House,Entire home/apt,2,1,1,1,85,,2,1125,8,f,flexible
f,1,f,Dakota,House,Private room,2,1.5,0,0,50,500,2,29,3,f,moderate
f,3,t,Scott,Townhouse,Entire home/apt,4,1,2,3,70,400,3,90,0,t,flexible
f,1,f,Ramsey,House,Entire home/apt,4,1,1,1,85,150,1,1125,27,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,8,2,2,2,250,0,2,1125,3,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,4,2,2,2,129,300,1,1125,32,t,moderate
t,1,f,Hennepin,House,Entire home/apt,2,1,1,1,65,,1,10,50,t,moderate
f,1,f,Hennepin,House,Entire home/apt,4,2,2,2,195,,3,1125,4,t,moderate
t,2,f,Hennepin,House,Entire home/apt,5,1,1,1,99,200,2,1125,31,t,moderate
f,1,f,Washington,House,Entire home/apt,6,2,3,3,275,150,2,1125,2,t,moderate
f,9,t,Ramsey,House,Private room,2,1.5,1,2,80,200,3,1125,1,f,flexible
t,28,f,Hennepin,House,Entire home/apt,16,2,6,16,960,400,3,90,6,t,moderate
t,2,f,Hennepin,House,Entire home/apt,6,2,3,3,150,250,2,30,36,f,moderate
f,1770,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,1062,0,1,365,1,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,1062,0,1,365,2,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,1062,0,1,365,1,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,1062,0,1,365,5,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,3,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,2,2,3,1062,0,1,365,2,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,0,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,0,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,2,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,1062,0,1,365,0,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,1062,0,1,365,3,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,1062,0,1,365,5,t,strict_14_with_grace_period
f,1770,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,1062,0,1,365,4,t,strict_14_with_grace_period
f,1,f,Anoka,Apartment,Entire home/apt,4,2,2,2,135,,2,7,0,t,flexible
t,1,f,Ramsey,House,Entire home/apt,6,1,2,3,78,0,1,1125,59,t,moderate
t,2,f,Hennepin,House,Entire home/apt,5,1,3,3,150,0,2,1125,11,f,flexible
t,1,f,Dakota,Townhouse,Private room,4,1,1,1,44,0,1,1125,34,t,moderate
t,4,f,Hennepin,House,Private room,2,1,1,1,43,0,1,20,38,f,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,999,0,2,1125,6,t,strict_14_with_grace_period
f,1812,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,999,0,2,1125,5,t,strict_14_with_grace_period
f,1,f,Anoka,House,Entire home/apt,9,2,3,6,169,0,2,28,26,t,strict_14_with_grace_period
t,4,t,Hennepin,House,Entire home/apt,5,1,2,3,70,0,2,30,51,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,3,1,1,1,199,0,2,1125,0,t,flexible
f,375,f,Washington,House,Entire home/apt,10,4,5,5,850,,2,1125,1,t,strict_14_with_grace_period
t,1,f,Washington,House,Entire home/apt,9,2,4,4,250,0,1,1125,30,f,strict_14_with_grace_period
f,4,f,Anoka,House,Private room,3,1,1,3,33,200,2,1125,2,f,strict_14_with_grace_period
t,52,t,Hennepin,House,Entire home/apt,16,7.5,10,12,1109,1500,2,1125,1,f,moderate
f,4,t,Hennepin,House,Entire home/apt,10,4.5,5,5,1100,,2,12,1,f,flexible
f,1,f,Anoka,Townhouse,Entire home/apt,10,3,3,4,350,500,2,7,0,t,flexible
f,1,f,Wright,Apartment,Private room,4,1,2,2,25,150,1,60,4,t,flexible
